icd9,icd9_condition,category,super_category
644,Early or threatened labor,Complications mainly related to pregnancy (640-649),"complications of pregnancy, childbirth, and the puerperium"
645,Prolonged pregnancy,Complications mainly related to pregnancy (640-649),"complications of pregnancy, childbirth, and the puerperium"
646,"Other complications of pregnancy, not elsewhere classified",Complications mainly related to pregnancy (640-649),"complications of pregnancy, childbirth, and the puerperium"
647,"Infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth, and the puerperium",Complications mainly related to pregnancy (640-649),"complications of pregnancy, childbirth, and the puerperium"
648,"Other current conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth, and the puerperium",Complications mainly related to pregnancy (640-649),"complications of pregnancy, childbirth, and the puerperium"
649,"Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium",Complications mainly related to pregnancy (640-649),"complications of pregnancy, childbirth, and the puerperium"
650,Normal delivery,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
651,Multiple gestation,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
652,Malposition and malpresentation of fetus,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
653,Disproportion,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
654,Abnormality of organs and soft tissues of pelvis,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
655,Known or suspected fetal abnormality affecting management of mother,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
656,Other fetal and placental problems affecting management of mother,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
657,Polyhydramnios,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
658,Other problems associated with amniotic cavity and membranes,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
659,Other indications for care or intervention related to labor and delivery and not elsewhere classified,"Normal delivery, and other indications for care in pregnancy, labor, and delivery (650-659)","complications of pregnancy, childbirth, and the puerperium"
660,Obstructed labor,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
661,Abnormality of forces of labor,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
662,Long labor,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
663,Umbilical cord complications,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
664,Trauma to perineum and vulva during delivery,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
665,Other obstetrical trauma,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
666,Postpartum hemorrhage,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
667,"Retained placenta or membranes, without hemorrhage",Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
668,Complications of the administration of anesthetic or other sedation in labor and delivery,Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
669,"Other complications of labor and delivery, not elsewhere classified",Complications occurring mainly in the course of labor and delivery (660-669),"complications of pregnancy, childbirth, and the puerperium"
670,Major puerperal infection,Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
671,Venous complications in pregnancy and the puerperium,Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
672,Pyrexia of unknown origin during the puerperium,Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
673,Obstetrical pulmonary embolism,Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
674,"Other and unspecified complications of the puerperium, not elsewhere classified",Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
675,Infections of the breast and nipple associated with childbirth,Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
676,"Other disorders of the breast associated with childbirth, and disorders of lactation",Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
677,"Late effect of complication of pregnancy, childbirth, and the puerperium",Complications of the puerperium (670-677),"complications of pregnancy, childbirth, and the puerperium"
678,Other fetal conditions,Other Maternal and Fetal Complications (678-679),"complications of pregnancy, childbirth, and the puerperium"
679,Complications of in utero procedures,Other Maternal and Fetal Complications (678-679),"complications of pregnancy, childbirth, and the puerperium"
680,Carbuncle and furuncle,Infections of skin and subcutaneous tissue (680-686),diseases of the skin and subcutaneous tissue
681,Cellulitis and abscess of finger and toe,Infections of skin and subcutaneous tissue (680-686),diseases of the skin and subcutaneous tissue
682,Other cellulitis and abscess,Infections of skin and subcutaneous tissue (680-686),diseases of the skin and subcutaneous tissue
683,Acute lymphadenitis,Infections of skin and subcutaneous tissue (680-686),diseases of the skin and subcutaneous tissue
684,Impetigo,Infections of skin and subcutaneous tissue (680-686),diseases of the skin and subcutaneous tissue
685,Pilonidal cyst,Infections of skin and subcutaneous tissue (680-686),diseases of the skin and subcutaneous tissue
686,Other local infections of skin and subcutaneous tissue,Infections of skin and subcutaneous tissue (680-686),diseases of the skin and subcutaneous tissue
690,Erythematosquamous dermatosis,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
691,Atopic dermatitis and related conditions,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
692,Contact dermatitis and other eczema,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
693,Dermatitis due to substances taken internally,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
694,Bullous dermatoses,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
695,Erythematous conditions,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
696,Psoriasis and similar disorders,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
697,Lichen,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
698,Pruritus and related conditions,Other inflammatory conditions of skin and subcutaneous tissue (690-698),diseases of the skin and subcutaneous tissue
700,Corns and callosities,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
701,Other hypertrophic and atrophic conditions of skin,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
702,Other dermatoses,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
703,Diseases of nail,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
704,Diseases of hair and hair follicles,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
705,Disorders of sweat glands,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
706,Diseases of sebaceous glands,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
707,Chronic ulcer of skin,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
708,Urticaria,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
709,Other disorders of skin and subcutaneous tissue,Other diseases of skin and subcutaneous tissue (700-709),diseases of the skin and subcutaneous tissue
710,Diffuse diseases of connective tissue,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
711,Arthropathy associated with infections,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
712,Crystal arthropathies,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
713,Arthropathy associated with other disorders classified elsewhere,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
715,Osteoarthrosis and allied disorders,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
716,Other and unspecified arthropathies,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
717,Internal derangement of knee,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
718,Other derangement of joint,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
719,Other and unspecified disorder of joint,Arthropathies and related disorders (710-719),diseases of the musculoskeletal system and connective tissue
720,Ankylosing spondylitis and other inflammatory spondylopathies,Dorsopathies (720-724),diseases of the musculoskeletal system and connective tissue
721,Spondylosis and allied disorders,Dorsopathies (720-724),diseases of the musculoskeletal system and connective tissue
722,Intervertebral disc disorders,Dorsopathies (720-724),diseases of the musculoskeletal system and connective tissue
723,Other disorders of cervical region,Dorsopathies (720-724),diseases of the musculoskeletal system and connective tissue
724,Other and unspecified disorders of back,Dorsopathies (720-724),diseases of the musculoskeletal system and connective tissue
725,Polymyalgia rheumatica,"Rheumatism, excluding the back (725-729)",diseases of the musculoskeletal system and connective tissue
726,Peripheral enthesopathies and allied syndromes,"Rheumatism, excluding the back (725-729)",diseases of the musculoskeletal system and connective tissue
727,"Other disorders of synovium, tendon, and bursa","Rheumatism, excluding the back (725-729)",diseases of the musculoskeletal system and connective tissue
728,"Disorders of muscle, ligament, and fascia","Rheumatism, excluding the back (725-729)",diseases of the musculoskeletal system and connective tissue
729,Other disorders of soft tissues,"Rheumatism, excluding the back (725-729)",diseases of the musculoskeletal system and connective tissue
730,"Osteomyelitis, periostitis, and other infections involving bone","Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
732,Osteochondropathies,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
733,Other disorders of bone and cartilage,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
734,Flat foot,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
735,Acquired deformities of toe,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
736,Other acquired deformities of limbs,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
737,Curvature of spine,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
738,Other acquired deformity,"Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
739,"Nonallopathic lesions, not elsewhere classified","Osteopathies, chondropathies, and acquired musculoskeletal deformities (730-739)",diseases of the musculoskeletal system and connective tissue
740,Anencephalus and similar anomalies,Congential anomalies (740-759),congenital anomalies
741,Spina bifida,Congential anomalies (740-759),congenital anomalies
742,Other congenital anomalies of nervous system,Congential anomalies (740-759),congenital anomalies
743,Congenital anomalies of eye,Congential anomalies (740-759),congenital anomalies
744,"Congenital anomalies of ear, face, and neck",Congential anomalies (740-759),congenital anomalies
745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congential anomalies (740-759),congenital anomalies
746,Other congenital anomalies of heart,Congential anomalies (740-759),congenital anomalies
747,Other congenital anomalies of circulatory system,Congential anomalies (740-759),congenital anomalies
748,Congenital anomalies of respiratory system,Congential anomalies (740-759),congenital anomalies
749,Cleft palate and cleft lip,Congential anomalies (740-759),congenital anomalies
750,Other congenital anomalies of upper alimentary tract,Congential anomalies (740-759),congenital anomalies
751,Other congenital anomalies of digestive system,Congential anomalies (740-759),congenital anomalies
752,Congenital anomalies of genital organs,Congential anomalies (740-759),congenital anomalies
753,Congenital anomalies of urinary system,Congential anomalies (740-759),congenital anomalies
754,Certain congenital musculoskeletal deformities,Congential anomalies (740-759),congenital anomalies
755,Other congenital anomalies of limbs,Congential anomalies (740-759),congenital anomalies
756,Other congenital musculoskeletal anomalies,Congential anomalies (740-759),congenital anomalies
757,Congenital anomalies of the integument,Congential anomalies (740-759),congenital anomalies
758,Chromosomal anomalies,Congential anomalies (740-759),congenital anomalies
759,Other and unspecified congenital anomalies,Congential anomalies (740-759),congenital anomalies
760,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,Maternal causes of perinatal morbidity and mortality (760-763),certain conditions originating in the perinatal period
761,Fetus or newborn affected by maternal complications of pregnancy,Maternal causes of perinatal morbidity and mortality (760-763),certain conditions originating in the perinatal period
762,"Fetus or newborn affected by complications of placenta, cord, and membranes",Maternal causes of perinatal morbidity and mortality (760-763),certain conditions originating in the perinatal period
763,Fetus or newborn affected by other complications of labor and delivery,Maternal causes of perinatal morbidity and mortality (760-763),certain conditions originating in the perinatal period
764,Slow fetal growth and fetal malnutrition,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
765,Disorders relating to short gestation and unspecified low birthweight,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
766,Disorders relating to long gestation and high birthweight,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
767,Birth trauma,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
768,Intrauterine hypoxia and birth asphyxia,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
769,Respiratory distress syndrome,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
770,Other respiratory conditions of fetus and newborn,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
771,Infections specific to the perinatal period,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
772,Fetal and neonatal hemorrhage,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
773,"Hemolytic disease of fetus or newborn, due to isoimmunization",Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
774,Other perinatal jaundice,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
775,Endocrine and metabolic disturbances specific to the fetus and newborn,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
776,Hematological disorders of fetus and newborn,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
777,Perinatal disorders of digestive system,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
778,Conditions involving the integument and temperature regulation of fetus and newborn,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
779,Other and ill-defined conditions originating in the perinatal period,Other conditions originating in the perinatal period (764-779),certain conditions originating in the perinatal period
780,General symptoms,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
781,Symptoms involving nervous and musculoskeletal systems,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
782,Symptoms involving skin and other integumentary tissue,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
783,"Symptoms concerning nutrition, metabolism, and development",Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
784,Symptoms involving head and neck,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
785,Symptoms involving cardiovascular system,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
786,Symptoms involving respiratory system and other chest symptoms,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
787,Symptoms involving digestive system,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
788,Symptoms involving urinary system,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
789,Other symptoms involving abdomen and pelvis,Symptoms (780-789),"symptoms, signs, and ill-defined conditions"
790,Nonspecific findings on examination of blood,Nonspecific abnormal findings (790-796),"symptoms, signs, and ill-defined conditions"
791,Nonspecific findings on examination of urine,Nonspecific abnormal findings (790-796),"symptoms, signs, and ill-defined conditions"
792,Nonspecific abnormal findings in other body substances,Nonspecific abnormal findings (790-796),"symptoms, signs, and ill-defined conditions"
793,Nonspecific abnormal findings on radiological and other examination of body structure,Nonspecific abnormal findings (790-796),"symptoms, signs, and ill-defined conditions"
794,Nonspecific abnormal results of function studies,Nonspecific abnormal findings (790-796),"symptoms, signs, and ill-defined conditions"
795,Nonspecific abnormal histological and immunological findings,Nonspecific abnormal findings (790-796),"symptoms, signs, and ill-defined conditions"
796,Other nonspecific abnormal findings,Nonspecific abnormal findings (790-796),"symptoms, signs, and ill-defined conditions"
797,Senility without mention of psychosis,Ill-defined and unknown causes of morbidity and mortality (797-799),"symptoms, signs, and ill-defined conditions"
798,"Sudden death, cause unknown",Ill-defined and unknown causes of morbidity and mortality (797-799),"symptoms, signs, and ill-defined conditions"
799,Other ill-defined and unknown causes of morbidity and mortality,Ill-defined and unknown causes of morbidity and mortality (797-799),"symptoms, signs, and ill-defined conditions"
800,Fracture of vault of skull,Fracture of skull (800-804),injury and poisoning
801,Fracture of base of skull,Fracture of skull (800-804),injury and poisoning
802,Fracture of face bones,Fracture of skull (800-804),injury and poisoning
803,Other and unqualified skull fractures,Fracture of skull (800-804),injury and poisoning
804,Multiple fractures involving skull or face with other bones,Fracture of skull (800-804),injury and poisoning
805,Fracture of vertebral column without mention of spinal cord lesion,Fracture of spine and trunk (805-809),injury and poisoning
806,Fracture of vertebral column with spinal cord lesion,Fracture of spine and trunk (805-809),injury and poisoning
807,"Fracture of rib(s), sternum, larynx, and trachea",Fracture of spine and trunk (805-809),injury and poisoning
808,Fracture of pelvis,Fracture of spine and trunk (805-809),injury and poisoning
809,Ill-defined fractures of bones of trunk,Fracture of spine and trunk (805-809),injury and poisoning
810,Fracture of clavicle,Fracture of upper limb (810-819),injury and poisoning
811,Fracture of scapula,Fracture of upper limb (810-819),injury and poisoning
812,Fracture of humerus,Fracture of upper limb (810-819),injury and poisoning
813,Fracture of radius and ulna,Fracture of upper limb (810-819),injury and poisoning
814,Fracture of carpal bone(s),Fracture of upper limb (810-819),injury and poisoning
815,Fracture of metacarpal bone(s),Fracture of upper limb (810-819),injury and poisoning
816,Fracture of one or more phalanges of hand,Fracture of upper limb (810-819),injury and poisoning
817,Multiple fractures of hand bones,Fracture of upper limb (810-819),injury and poisoning
818,Ill-defined fractures of upper limb,Fracture of upper limb (810-819),injury and poisoning
819,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum",Fracture of upper limb (810-819),injury and poisoning
820,Fracture of neck of femur,Fracture of lower limb (820-829),injury and poisoning
821,Fracture of other and unspecified parts of femur,Fracture of lower limb (820-829),injury and poisoning
822,Fracture of patella,Fracture of lower limb (820-829),injury and poisoning
823,Fracture of tibia and fibula,Fracture of lower limb (820-829),injury and poisoning
824,Fracture of ankle,Fracture of lower limb (820-829),injury and poisoning
825,Fracture of one or more tarsal and metatarsal bones,Fracture of lower limb (820-829),injury and poisoning
826,Fracture of one or more phalanges of foot,Fracture of lower limb (820-829),injury and poisoning
827,"Other, multiple, and ill-defined fractures of lower limb",Fracture of lower limb (820-829),injury and poisoning
828,"Multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum",Fracture of lower limb (820-829),injury and poisoning
829,Fracture of unspecified bones,Fracture of lower limb (820-829),injury and poisoning
830,Dislocation of jaw,Dislocation (830-839),injury and poisoning
831,Dislocation of shoulder,Dislocation (830-839),injury and poisoning
832,Dislocation of elbow,Dislocation (830-839),injury and poisoning
833,Dislocation of wrist,Dislocation (830-839),injury and poisoning
834,Dislocation of finger,Dislocation (830-839),injury and poisoning
835,Dislocation of hip,Dislocation (830-839),injury and poisoning
836,Dislocation of knee,Dislocation (830-839),injury and poisoning
837,Dislocation of ankle,Dislocation (830-839),injury and poisoning
838,Dislocation of foot,Dislocation (830-839),injury and poisoning
839,"Other, multiple, and ill-defined dislocations",Dislocation (830-839),injury and poisoning
840,Sprains and strains of shoulder and upper arm,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
841,Sprains and strains of elbow and forearm,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
842,Sprains and strains of wrist and hand,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
843,Sprains and strains of hip and thigh,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
844,Sprains and strains of knee and leg,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
845,Sprains and strains of ankle and foot,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
846,Sprains and strains of sacroiliac region,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
847,Sprains and strains of other and unspecified parts of back,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
848,Other and ill-defined sprains and strains,Sprains and strains of joints and adjacent muscles (840-848),injury and poisoning
850,Concussion,"Intracranial injury, excluding those with skull fracture (850-854)",injury and poisoning
851,Cerebral laceration and contusion,"Intracranial injury, excluding those with skull fracture (850-854)",injury and poisoning
852,"Subarachnoid, subdural, and extradural hemorrhage, following injury","Intracranial injury, excluding those with skull fracture (850-854)",injury and poisoning
853,Other and unspecified intracranial hemorrhage following injury,"Intracranial injury, excluding those with skull fracture (850-854)",injury and poisoning
854,Intracranial injury of other and unspecified nature,"Intracranial injury, excluding those with skull fracture (850-854)",injury and poisoning
860,Traumatic pneumothorax and hemothorax,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
861,Injury to heart and lung,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
862,Injury to other and unspecified intrathoracic organs,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
863,Injury to gastrointestinal tract,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
864,Injury to liver,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
865,Injury to spleen,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
866,Injury to kidney,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
867,Injury to pelvic organs,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
868,Injury to other intra-abdominal organs,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
869,Internal injury to unspecified or ill-defined organs,"Internal injury of chest, abdomen, and pelvis (860-869)",injury and poisoning
870,Open wound of ocular adnexa,"Open wound of head, neck, and trunk (870-879)",injury and poisoning
871,Open wound of eyeball,"Open wound of head, neck, and trunk (870-879)",injury and poisoning
872,Open wound of ear,"Open wound of head, neck, and trunk (870-879)",injury and poisoning
873,Other open wound of head,"Open wound of head, neck, and trunk (870-879)",injury and poisoning
874,Open wound of neck,"Open wound of head, neck, and trunk (870-879)",injury and poisoning
875,Open wound of chest (wall),"Open wound of head, neck, and trunk (870-879)",injury and poisoning
876,Open wound of back,"Open wound of head, neck, and trunk (870-879)",injury and poisoning
877,Open wound of buttock,"Open wound of head, neck, and trunk (870-879)",injury and poisoning
878,"Open wound of genital organs (external), including traumatic amputation","Open wound of head, neck, and trunk (870-879)",injury and poisoning
879,"Open wound of other and unspecified sites, except limbs","Open wound of head, neck, and trunk (870-879)",injury and poisoning
880,Open wound of shoulder and upper arm,Open wound of upper limb (880-887),injury and poisoning
881,"Open wound of elbow, forearm, and wrist",Open wound of upper limb (880-887),injury and poisoning
882,Open wound of hand except finger(s) alone,Open wound of upper limb (880-887),injury and poisoning
883,Open wound of finger(s),Open wound of upper limb (880-887),injury and poisoning
884,Multiple and unspecified open wound of upper limb,Open wound of upper limb (880-887),injury and poisoning
885,Traumatic amputation of thumb (complete) (partial),Open wound of upper limb (880-887),injury and poisoning
886,Traumatic amputation of other finger(s) (complete) (partial),Open wound of upper limb (880-887),injury and poisoning
887,Traumatic amputation of arm and hand (complete) (partial),Open wound of upper limb (880-887),injury and poisoning
890,Open wound of hip and thigh,Open wound of lower limb (890-897),injury and poisoning
891,"Open wound of knee, leg [except thigh], and ankle",Open wound of lower limb (890-897),injury and poisoning
892,Open wound of foot except toe(s) alone,Open wound of lower limb (890-897),injury and poisoning
893,Open wound of toe(s),Open wound of lower limb (890-897),injury and poisoning
894,Multiple and unspecified open wound of lower limb,Open wound of lower limb (890-897),injury and poisoning
895,Traumatic amputation of toe(s) (complete) (partial),Open wound of lower limb (890-897),injury and poisoning
896,Traumatic amputation of foot (complete) (partial),Open wound of lower limb (890-897),injury and poisoning
897,Traumatic amputation of leg(s) (complete) (partial),Open wound of lower limb (890-897),injury and poisoning
900,Injury to blood vessels of head and neck,Injury to blood vessels (900-904),injury and poisoning
901,Injury to blood vessels of thorax,Injury to blood vessels (900-904),injury and poisoning
902,Injury to blood vessels of abdomen and pelvis,Injury to blood vessels (900-904),injury and poisoning
903,Injury to blood vessels of upper extremity,Injury to blood vessels (900-904),injury and poisoning
904,Injury to blood vessels of lower extremity and unspecified sites,Injury to blood vessels (900-904),injury and poisoning
905,Late effects of musculoskeletal and connective tissue injuries,"Late effects of injuries, poisonings, toxic effects, and other external causes (905-909)",injury and poisoning
906,Late effects of injuries to skin and subcutaneous tissues,"Late effects of injuries, poisonings, toxic effects, and other external causes (905-909)",injury and poisoning
907,Late effects of injuries to the nervous system,"Late effects of injuries, poisonings, toxic effects, and other external causes (905-909)",injury and poisoning
908,Late effects of other and unspecified injuries,"Late effects of injuries, poisonings, toxic effects, and other external causes (905-909)",injury and poisoning
909,Late effects of other and unspecified external causes,"Late effects of injuries, poisonings, toxic effects, and other external causes (905-909)",injury and poisoning
910,"Superficial injury of face, neck, and scalp except eye",Superficial injury (910-919),injury and poisoning
911,Superficial injury of trunk,Superficial injury (910-919),injury and poisoning
912,Superficial injury of shoulder and upper arm,Superficial injury (910-919),injury and poisoning
913,"Superficial injury of elbow, forearm, and wrist",Superficial injury (910-919),injury and poisoning
914,Superficial injury of hand(s) except finger(s) alone,Superficial injury (910-919),injury and poisoning
915,Superficial injury of finger(s),Superficial injury (910-919),injury and poisoning
916,"Superficial injury of hip, thigh, leg, and ankle",Superficial injury (910-919),injury and poisoning
917,Superficial injury of foot and toe(s),Superficial injury (910-919),injury and poisoning
918,Superficial injury of eye and adnexa,Superficial injury (910-919),injury and poisoning
919,"Superficial injury of other, multiple, and unspecified sites",Superficial injury (910-919),injury and poisoning
920,"Contusion of face, scalp, and neck except eye(s)",Contusion with intact skin surface (920-924),injury and poisoning
921,Contusion of eye and adnexa,Contusion with intact skin surface (920-924),injury and poisoning
922,Contusion of trunk,Contusion with intact skin surface (920-924),injury and poisoning
923,Contusion of upper limb,Contusion with intact skin surface (920-924),injury and poisoning
924,Contusion of lower limb and of other and unspecified sites,Contusion with intact skin surface (920-924),injury and poisoning
925,"Crushing injury of face, scalp, and neck",Crushing injury (925-929),injury and poisoning
926,Crushing injury of trunk,Crushing injury (925-929),injury and poisoning
927,Crushing injury of upper limb,Crushing injury (925-929),injury and poisoning
928,Crushing injury of lower limb,Crushing injury (925-929),injury and poisoning
929,Crushing injury of multiple and unspecified sites,Crushing injury (925-929),injury and poisoning
930,Foreign body on external eye,Effects of foreign body entering through orifice (930-939),injury and poisoning
931,Foreign body in ear,Effects of foreign body entering through orifice (930-939),injury and poisoning
932,Foreign body in nose,Effects of foreign body entering through orifice (930-939),injury and poisoning
933,Foreign body in pharynx and larynx,Effects of foreign body entering through orifice (930-939),injury and poisoning
934,"Foreign body in trachea, bronchus, and lung",Effects of foreign body entering through orifice (930-939),injury and poisoning
935,"Foreign body in mouth, esophagus, and stomach",Effects of foreign body entering through orifice (930-939),injury and poisoning
936,Foreign body in intestine and colon,Effects of foreign body entering through orifice (930-939),injury and poisoning
937,Foreign body in anus and rectum,Effects of foreign body entering through orifice (930-939),injury and poisoning
938,"Foreign body in digestive system, unspecified",Effects of foreign body entering through orifice (930-939),injury and poisoning
