DrugID|Name|Code
52183|ANTI-EPILEPTICS|N3A
52183|TRANQUILLISERS|N5C
52182|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
52180|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
52179|ANTI-MIGRAINE PREPARATIONS|N2C
52176|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
52175|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
52139|SYSTEMIC ANTIBACTERIALS|J1
52092|ANTIHYPERTENSIVES|C2
52092|DIURETICS|C3
52092|ACE INHIBITORS, PLAIN|C9A
51409|ANALGESICS|N2
51405|ANTIPSYCHOTICS|N5A
51405|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51404|TRANQUILLISERS|N5C
51404|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51402|ANTIPSYCHOTICS|N5A
51401|TRANQUILLISERS|N5C
51401|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51401|SSRI antidepressants|N6A4
51400|TRANQUILLISERS|N5C
51400|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51399|TRANQUILLISERS|N5C
51399|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51398|TRANQUILLISERS|N5C
51398|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51397|TRANQUILLISERS|N5C
51397|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51396|ANALGESICS|N2
51395|ANALGESICS|N2
51394|ANALGESICS|N2
51393|OPHTHALMOLOGICALS|S1
51391|Factor VIII|B2D1
51386|MRI AGENTS|T1E
51382|ANTIHYPERTENSIVES|C2
51381|ANTIHYPERTENSIVES|C2
51375|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
51374|BPH (benign prostatic hypertrophy) products |G4C
51373|DRUGS USED IN DIABETES|A10
51372|DRUGS USED IN DIABETES|A10
51370|ANTIFIBRINOLYTICS|B2A
51368|ANDROGENS, EXCLUDING G3E, G3F|G3B
51361|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
51360|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
51351|ANTIVIRALS FOR SYSTEMIC USE|J5
51350|ANTI-EPILEPTICS|N3A
51345|ANALGESICS|N2
51342|ANALGESICS|N2
51341|PARASITOLOGY|P
51336|HYPNOTICS/SEDATIVES|N5B
51336|TRANQUILLISERS|N5C
51335|GASTROPROKINETICS|A3F
51333|ANTI-EPILEPTICS|N3A
51327|ANTIVIRALS FOR SYSTEMIC USE|J5
51327|IMMUNOSTIMULATING AGENTS|L3
51323|BETA-BLOCKING AGENTS|C7
51322|RADIODIAGNOSTIC AGENTS|T1G
51321|ANTIEMETICS AND ANTINAUSEANTS|A4
51319|SYSTEMIC ANTIBACTERIALS|J1
51318|CARDIOVASCULAR SYSTEM|C
51317|ANTIVIRALS FOR SYSTEMIC USE|J5
51313|SYSTEMIC ANTIBACTERIALS|J1
51309|ANTIVIRALS FOR SYSTEMIC USE|J5
51309|PARASITOLOGY|P
51308|ANTI-MIGRAINE PREPARATIONS|N2C
51307|SYSTEMIC ANTIBACTERIALS|J1
51306|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
51304|CARDIOVASCULAR SYSTEM|C
51302|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
51301|SYSTEMIC ANTIBACTERIALS|J1
51295|SYSTEMIC ANTIBACTERIALS|J1
51295|MACROLIDES AND SIMILAR TYPES|J1F
51295|RESPIRATORY SYSTEM|R
51294|SYSTEMIC ANTIBACTERIALS|J1
51292|MACROLIDES AND SIMILAR TYPES|J1F
51291|DRUGS USED IN DIABETES|A10
51290|MRI AGENTS|T1E
51289|ANTIPSYCHOTICS|N5A
51288|ANDROGENS, EXCLUDING G3E, G3F|G3B
51286|ANTIEMETICS AND ANTINAUSEANTS|A4
51286|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51284|ANTI-ACNE PREPARATIONS|D10
51284|MACROLIDES AND SIMILAR TYPES|J1F
51283|ANTIVIRALS FOR SYSTEMIC USE|J5
51281|SYSTEMIC ANTIBACTERIALS|J1
51281|AMINOGLYCOSIDES|J1K
51279|ANTI-EPILEPTICS|N3A
51279|NOOTROPICS|N6D
51276|VACCINES|J7
51275|ANTIVIRALS FOR SYSTEMIC USE|J5
51275|IMMUNOSTIMULATING AGENTS|L3
51269|ANTIVIRALS FOR SYSTEMIC USE|J5
51265|TRANQUILLISERS|N5C
51265|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51264|ANALGESICS|N2
51263|SYSTEMIC ANTIBACTERIALS|J1
51261|ANALGESICS|N2
51259|ALKYLATING AGENTS|L1A
51258|ANTI-EPILEPTICS|N3A
51257|ANALGESICS|N2
51256|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51256|SSRI antidepressants|N6A4
51256|SRNI antidepressants|N6A5
51255|ANTI-ARRHYTHMICS|C1B
51254|MUSCLE RELAXANTS, PERIPHERALLY ACTING|M3A
51253|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
51253|Glitazone antidiabetics|A10B4
51252|ANALGESICS|N2
51250|ANALGESICS|N2
51249|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
51248|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
51248|DRUGS USED IN DIABETES|A10
51247|CENTRAL NERVOUS SYSTEM|N
51247|ANALGESICS|N2
51247|TRANQUILLISERS|N5C
51247|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51246|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
51243|ANALGESICS|N2
51242|IMMUNOSUPPRESSIVE AGENTS|L4
51241|WOUND HEALING AGENTS|D3
51240|ANALGESICS|N2
51237|ANALGESICS|N2
51237|ANTI-EPILEPTICS|N3A
51236|CARDIOVASCULAR SYSTEM|C
51233|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
51229|NOOTROPICS|N6D
51229|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
51224|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
51221|SYSTEMIC ANTIBACTERIALS|J1
51206|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
51204|DERMATOLOGICALS|D
51204|ANTIVIRALS FOR SYSTEMIC USE|J5
51201|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
51195|PLATELET AGGREGATION INHIBITORS|B1C
51195|DIRECT THROMBIN INHIBITORS|B1E
51193|RESPIRATORY SYSTEM|R
51186|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
51186|Statins (HMG-CoA reductase inhibitors)|C10A1
51185|OPHTHALMOLOGICALS|S1
51175|ANALGESICS|N2
51167|SYSTEMIC ANTIBACTERIALS|J1
51166|SYSTEMIC ANTIBACTERIALS|J1
51164|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
51162|ANTIDIARRHOEALS, ORAL ELECTROLYTE REPLACERS AND INTESTINAL ANTI-INFLAMMATORIES|A7
51159|ANTIDIARRHOEALS, ORAL ELECTROLYTE REPLACERS AND INTESTINAL ANTI-INFLAMMATORIES|A7
51156|SYSTEMIC ANTIBACTERIALS|J1
51154|CARDIOVASCULAR SYSTEM|C
51154|ANTIHYPERTENSIVES|C2
51152|ANTI-EPILEPTICS|N3
51150|ANTIPSYCHOTICS|N5A
51145|ANTIEMETICS AND ANTINAUSEANTS|A4
51143|HYPNOTICS/SEDATIVES|N5B
51143|TRANQUILLISERS|N5C
51135|SYSTEMIC ANTIBACTERIALS|J1
51132|SYSTEMIC ANTIBACTERIALS|J1
51127|CARDIOVASCULAR SYSTEM|C
51126|Urinary incontinence products|G4B4
51126|RESPIRATORY SYSTEM|R
51125|DPP-IV inhibitor antidiabetics|A10B6
51112|ANTIVIRALS FOR SYSTEMIC USE|J5
51110|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
51108|ANTIHYPERTENSIVES|C2
51108|CALCIUM ANTAGONISTS|C8
51108|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
51100|ANALGESICS|N2
51092|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
51081|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51080|ANTI-EPILEPTICS|N3A
51080|ANTIPSYCHOTICS|N5A
51077|ANTI-EPILEPTICS|N3A
51075|CARDIOVASCULAR SYSTEM|C
51075|SYSTEMIC ANTIBACTERIALS|J1
51069|DPP-IV inhibitor antidiabetics|A10B6
51066|ANALGESICS|N2
51064|DIRECT THROMBIN INHIBITORS|B1E
51063|IMMUNOSUPPRESSIVE AGENTS|L4
51062|ANALGESICS|N2
51061|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51061|SSRI antidepressants|N6A4
51061|SRNI antidepressants|N6A5
51054|RESPIRATORY SYSTEM|R
51053|Coxibs|M1A3
51051|ANTIVIRALS FOR SYSTEMIC USE|J5
51048|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
51048|Antigrowth hormones|H1C2
51047|ANALGESICS|N2
51047|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
51047|SRNI antidepressants|N6A5
51047|PSYCHOSTIMULANTS|N6B
51047|NOOTROPICS|N6D
51044|PLATELET AGGREGATION INHIBITORS|B1C
51041|ANTIEMETICS AND ANTINAUSEANTS|A4
51040|GROWTH HORMONES|H4C
51039|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
51039|Statins (HMG-CoA reductase inhibitors)|C10A1
51037|HUMAN INSULINS AND ANALOGUES|A10C
51037|Human insulins and analogues, intermediate-acting|A10C2
51036|SYSTEMIC ANTIBACTERIALS|J1
51035|SYSTEMIC ANTIBACTERIALS|J1
51033|Coxibs|M1A3
51033|ANALGESICS|N2
51031|RESPIRATORY SYSTEM|R
51029|Ocular antineovascularisation products|S1P
51025|ANALGESICS|N2
51025|ANTITUSSIVES|R5D
51024|ANTIVIRALS FOR SYSTEMIC USE|J5
51021|IMMUNOSUPPRESSIVE AGENTS|L4
51021|RESPIRATORY SYSTEM|R
51019|BPH (benign prostatic hypertrophy) products |G4C
51015|VACCINES|J7
51014|ANALGESICS|N2
51011|B2-STIMULANTS|R3A
51009|ANALGESICS|N2
51007|SYSTEMIC ANTIBACTERIALS|J1
51006|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
51004|ANTIHYPERTENSIVES|C2
51004|BETA-BLOCKING AGENTS|C7
51004|OPHTHALMOLOGICALS|S1
51001|ANTIPSYCHOTICS|N5A
51001|NOOTROPICS|N6D
50999|ANTI-EPILEPTICS|N3
50997|Preparations to prevent cataract and anticataractogenics, topical|S1N2
50991|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
50990|ANTIPSYCHOTICS|N5A
50989|ANTIVIRALS FOR SYSTEMIC USE|J5
50989|OPHTHALMOLOGICALS|S1
50988|DRUGS USED IN DIABETES|A10
50988|DPP-IV inhibitor antidiabetics|A10B6
50987|ANTIPSYCHOTICS|N5A
50986|DPP-IV inhibitor antidiabetics|A10B6
50984|CENTRAL NERVOUS SYSTEM|N
50980|RESPIRATORY SYSTEM|R
50976|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
50976|SSRI antidepressants|N6A4
50975|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
50974|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
50972|ANALGESICS|N2
50971|SYSTEMIC ANTIBACTERIALS|J1
50971|ANTIVIRALS FOR SYSTEMIC USE|J5
50970|SYSTEMIC ANTIBACTERIALS|J1
50969|CENTRAL NERVOUS SYSTEM|N
50969|ANALGESICS|N2
50968|CENTRAL NERVOUS SYSTEM|N
50967|SYSTEMIC ANTIBACTERIALS|J1
50967|WHOLE BLOOD AND PLASMA SUBSTITUTE SOLUTIONS|K3
50965|ANTI-EPILEPTICS|N3A
50965|NOOTROPICS|N6D
50964|ANTI-EPILEPTICS|N3A
50962|ALKYLATING AGENTS|L1A
50961|WOUND HEALING AGENTS|D3
50961|MUSCLE RELAXANTS, PERIPHERALLY ACTING|M3A
50959|HYPNOTICS/SEDATIVES|N5B
50959|TRANQUILLISERS|N5C
50958|ANTIPSYCHOTICS|N5A
50950|ANTIVIRALS FOR SYSTEMIC USE|J5
50947|IMMUNOSUPPRESSIVE AGENTS|L4
50946|CENTRAL NERVOUS SYSTEM|N
50934|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
50927|ANTIVIRALS FOR SYSTEMIC USE|J5
50926|SYSTEMIC ANTIBACTERIALS|J1
50923|CARDIAC THERAPY|C1
50920|ANALGESICS|N2
50907|OPHTHALMOLOGICALS|S1
50906|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
50905|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
50904|ANTIVIRALS FOR SYSTEMIC USE|J5
50903|OPHTHALMOLOGICALS|S1
50900|ANTI-EPILEPTICS|N3A
50899|DERMATOLOGICALS|D
50891|ANTI-EPILEPTICS|N3
50891|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
50883|ANTI-EPILEPTICS|N3A
50882|NOOTROPICS|N6D
50880|ANALGESICS|N2
50879|ANALGESICS|N2
50878|Coxibs|M1A3
50878|ANALGESICS|N2
50872|DRUGS USED IN DIABETES|A10
50869|ANTIVIRALS FOR SYSTEMIC USE|J5
50866|CARDIOVASCULAR SYSTEM|C
50866|ANTIHYPERTENSIVES|C2
50863|CENTRAL NERVOUS SYSTEM|N
50863|NOOTROPICS|N6D
50861|IMMUNOSTIMULATING AGENTS|L3
50858|ANTIVIRALS FOR SYSTEMIC USE|J5
50856|DRUGS USED IN DIABETES|A10
50855|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
50854|ANALGESICS|N2
50853|SYSTEMIC ANTIBACTERIALS|J1
50850|NOOTROPICS|N6D
50848|ANTIHYPERTENSIVES|C2
50845|BETA-BLOCKING AGENTS|C7
50845|OPHTHALMOLOGICALS|S1
50843|ANTIHYPERTENSIVES|C2
50840|PARASITOLOGY|P
50840|ANTI-MALARIALS|P1D
50839|ANDROGENS, EXCLUDING G3E, G3F|G3B
50837|ANTIEMETICS AND ANTINAUSEANTS|A4
50836|NOOTROPICS|N6D
50820|ANTIVIRALS FOR SYSTEMIC USE|J5
50817|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
50800|ANTI-ARRHYTHMICS|C1B
50800|ANTIHYPERTENSIVES|C2
50800|ANALGESICS|N2
50800|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
50798|NOOTROPICS|N6D
50778|IMMUNOSTIMULATING AGENTS|L3
50717|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
50702|PARASITOLOGY|P
50699|SYSTEMIC ANTIBACTERIALS|J1
50697|SYSTEMIC ANTIBACTERIALS|J1
50678|ANTIVIRALS FOR SYSTEMIC USE|J5
50643|RADIODIAGNOSTIC AGENTS|T1G
50642|RADIODIAGNOSTIC AGENTS|T1G
50641|CENTRAL NERVOUS SYSTEM|N
50641|RADIODIAGNOSTIC AGENTS|T1G
50640|CENTRAL NERVOUS SYSTEM|N
50640|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
50640|RADIODIAGNOSTIC AGENTS|T1G
50639|Interferons, beta|L3B2
50638|RADIODIAGNOSTIC AGENTS|T1G
50637|SYSTEMIC ANTIBACTERIALS|J1
50637|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
50629|SYSTEMIC ANTIBACTERIALS|J1
50625|CARDIOVASCULAR SYSTEM|C
50621|OPHTHALMOLOGICALS|S1
50618|CARDIOVASCULAR SYSTEM|C
50618|RADIODIAGNOSTIC AGENTS|T1G
50617|CALCIUM ANTAGONISTS|C8
50617|ANTIVIRALS FOR SYSTEMIC USE|J5
50617|IMMUNOSTIMULATING AGENTS|L3
50601|RADIODIAGNOSTIC AGENTS|T1G
50600|RADIODIAGNOSTIC AGENTS|T1G
50599|RADIODIAGNOSTIC AGENTS|T1G
50597|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
50582|NOOTROPICS|N6D
50581|DPP-IV inhibitor antidiabetics|A10B6
50580|RADIODIAGNOSTIC AGENTS|T1G
50579|ANTIVIRALS FOR SYSTEMIC USE|J5
50565|RADIODIAGNOSTIC AGENTS|T1G
50564|VACCINES|J7
50563|RADIODIAGNOSTIC AGENTS|T1G
50562|RADIODIAGNOSTIC AGENTS|T1G
50538|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
50522|RADIODIAGNOSTIC AGENTS|T1G
50500|ANALGESICS|N2
50485|ANTIVIRALS FOR SYSTEMIC USE|J5
50484|ANTI-EPILEPTICS|N3A
50482|SYSTEMIC ANTIBACTERIALS|J1
50480|Urinary incontinence products|G4B4
50480|CENTRAL NERVOUS SYSTEM|N
50478|HYPNOTICS/SEDATIVES|N5B
50467|DRUGS USED IN DIABETES|A10
50467|NOOTROPICS|N6D
50465|ANALGESICS|N2
50464|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
50463|DRUGS USED IN DIABETES|A10
50462|ANALGESICS|N2
50460|DRUGS USED IN DIABETES|A10
50460|HUMAN INSULINS AND ANALOGUES|A10C
50460|Human insulins and analogues, intermediate-acting|A10C2
50458|ANTIVIRALS FOR SYSTEMIC USE|J5
50457|Coxibs|M1A3
50457|ANALGESICS|N2
50437|ANTIVIRALS FOR SYSTEMIC USE|J5
50417|RESPIRATORY SYSTEM|R
50411|SYSTEMIC ANTIBACTERIALS|J1
50409|Topical dermatological antifungals|D1A1
50409|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
50407|SYSTEMIC ANTIBACTERIALS|J1
50406|WOUND HEALING AGENTS|D3
50405|NOOTROPICS|N6D
50405|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
50404|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
50402|ANDROGENS, EXCLUDING G3E, G3F|G3B
50401|DIRECT THROMBIN INHIBITORS|B1E
50384|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
50381|CARDIAC THERAPY|C1
50381|NOOTROPICS|N6D
50381|OPHTHALMOLOGICALS|S1
50370|DRUGS USED IN DIABETES|A10
50370|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
50370|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
50367|ALKYLATING AGENTS|L1A
50366|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
50365|DRUGS USED IN DIABETES|A10
50363|ANTIVIRALS FOR SYSTEMIC USE|J5
50357|VACCINES|J7
50338|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
50318|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
50317|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
50317|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
50298|SYSTEMIC ANTIBACTERIALS|J1
50284|IMMUNOSTIMULATING AGENTS|L3
50282|GP IIb/IIIa (glycoprotein) antagonist platelet aggregation inhibitors|B1C3
50282|OPHTHALMOLOGICALS|S1
50278|ANTIVIRALS FOR SYSTEMIC USE|J5
50261|ANALGESICS|N2
50259|ANTIHYPERTENSIVES|C2
50258|VACCINES|J7
50257|OPHTHALMOLOGICALS|S1
50245|PLATELET AGGREGATION INHIBITORS|B1C
50245|GP IIb/IIIa (glycoprotein) antagonist platelet aggregation inhibitors|B1C3
50237|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
50218|ANTIPSYCHOTICS|N5A
50201|ANTIVIRALS FOR SYSTEMIC USE|J5
50199|ANTIVIRALS FOR SYSTEMIC USE|J5
50199|IMMUNOSTIMULATING AGENTS|L3
50198|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
50197|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
50182|ANTIVIRALS FOR SYSTEMIC USE|J5
50180|ANALGESICS|N2
50180|ANTIPSYCHOTICS|N5A
50180|NOOTROPICS|N6D
50178|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
50178|IMMUNOSUPPRESSIVE AGENTS|L4
50177|Factors II, VII, IX and X|B2D2
50169|ANALGESICS|N2
50167|GASTROPROKINETICS|A3F
50165|ANTIDIARRHOEALS, ORAL ELECTROLYTE REPLACERS AND INTESTINAL ANTI-INFLAMMATORIES|A7
50163|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
50163|IMMUNOSUPPRESSIVE AGENTS|L4
50163|SYSTEMIC ANTIHISTAMINES|R6
50162|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
50161|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
50160|ANTIVIRALS FOR SYSTEMIC USE|J5
50159|PLATELET AGGREGATION INHIBITORS|B1C
50158|ANTIVIRALS FOR SYSTEMIC USE|J5
50157|GASTROPROKINETICS|A3F
50142|Nucleoside and nucleotide reverse transcriptase inhibitors|J5C1
50141|ANTIVIRALS FOR SYSTEMIC USE|J5
50139|DERMATOLOGICALS|D
50123|DIRECT THROMBIN INHIBITORS|B1E
50120|Ocular antineovascularisation products|S1P
50119|WOUND HEALING AGENTS|D3
50119|OPHTHALMOLOGICALS|S1
50118|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
50101|ANTIVIRALS FOR SYSTEMIC USE|J5
50081|ANTIVIRALS FOR SYSTEMIC USE|J5
50079|SYSTEMIC ANTIBACTERIALS|J1
50079|VACCINES|J7
50077|ANTIEMETICS AND ANTINAUSEANTS|A4
50065|DIRECT THROMBIN INHIBITORS|B1E
50059|DERMATOLOGICALS|D
50059|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
50040|IMMUNOSUPPRESSIVE AGENTS|L4
50038|ANTIVIRALS FOR SYSTEMIC USE|J5
50038|Nucleoside and nucleotide reverse transcriptase inhibitors|J5C1
50038|Non-nucleoside reverse transcriptase inhibitors|J5C3
50037|SYSTEMIC ANTIBACTERIALS|J1
50023|ANTIVIRALS FOR SYSTEMIC USE|J5
50022|PLATELET AGGREGATION INHIBITORS|B1C
50020|ANTIVIRALS FOR SYSTEMIC USE|J5
50019|FIBRINOLYTICS|B1D
50018|TRANQUILLISERS|N5C
50007|ANALGESICS|N2
50003|ANALGESICS|N2
50001|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
50000|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
49998|DRUGS USED IN DIABETES|A10
49998|Glitazone antidiabetics|A10B4
49984|ANTIPSYCHOTICS|N5A
49984|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
49981|ANTI-MIGRAINE PREPARATIONS|N2C
49980|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
49978|ANALGESICS|N2
49978|ANTI-EPILEPTICS|N3
49919|VACCINES|J7
49918|VACCINES|J7
49917|VACCINES|J7
49917|IMMUNOSTIMULATING AGENTS|L3
49905|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
49905|Erectile dysfunction products|G4B3
49904|ANALGESICS|N2
49902|ANTI-EPILEPTICS|N3A
49901|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
49898|VACCINES|J7
49897|VACCINES|J7
49883|ANALGESICS|N2
49882|GASTROPROKINETICS|A3F
49882|LAXATIVES|A6
49880|ANTIVIRALS FOR SYSTEMIC USE|J5
49840|GASTROPROKINETICS|A3F
49839|SYSTEMIC ANTIBACTERIALS|J1
49839|CEPHALOSPORINS|J1D
49837|MACROLIDES AND SIMILAR TYPES|J1F
49829|Biguanide antidiabetics|A10B2
49828|ANTIVIRALS FOR SYSTEMIC USE|J5
49827|OPHTHALMOLOGICALS|S1
49824|DRUGS USED IN DIABETES|A10
49819|ANTIVIRALS FOR SYSTEMIC USE|J5
49799|NOOTROPICS|N6D
49798|ANTIVIRALS FOR SYSTEMIC USE|J5
49781|IMMUNOSUPPRESSIVE AGENTS|L4
49779|ANTIVIRALS FOR SYSTEMIC USE|J5
49778|ANTIPSYCHOTICS|N5A
49778|TRANQUILLISERS|N5C
49778|NOOTROPICS|N6D
49777|ANTIEMETICS AND ANTINAUSEANTS|A4
49777|SRNI antidepressants|N6A5
49767|HUMAN INSULINS AND ANALOGUES|A10C
49767|Human insulins and analogues, long-acting|A10C5
49763|SYSTEMIC ANTIBACTERIALS|J1
49762|PARASITOLOGY|P
49761|SYSTEMIC ANTIBACTERIALS|J1
49760|SYSTEMIC ANTIBACTERIALS|J1
49757|SYSTEMIC ANTIBACTERIALS|J1
49737|ANTIVIRALS FOR SYSTEMIC USE|J5
49720|ANTIHYPERTENSIVES|C2
49718|ANTIVIRALS FOR SYSTEMIC USE|J5
49717|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
49717|DRUGS USED IN DIABETES|A10
49703|CARDIOVASCULAR SYSTEM|C
49702|SYSTEMIC ANTIBACTERIALS|J1
49683|ANTIVIRALS FOR SYSTEMIC USE|J5
49682|ANTIVIRALS FOR SYSTEMIC USE|J5
49682|Interferons, alpha|L3B1
49680|Coxibs|M1A3
49679|Factor VIII|B2D1
49677|DIRECT THROMBIN INHIBITORS|B1E
49663|Interferons, beta|L3B2
49661|IMMUNOSUPPRESSIVE AGENTS|L4
49659|ANTIEMETICS AND ANTINAUSEANTS|A4
49657|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
49640|IMMUNOSTIMULATING AGENTS|L3
49639|ANTIVIRALS FOR SYSTEMIC USE|J5
49638|ANTIVIRALS FOR SYSTEMIC USE|J5
49618|ANTIHYPERTENSIVES|C2
49618|CALCIUM ANTAGONISTS|C8
49599|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
49597|Urinary incontinence products|G4B4
49581|SYSTEMIC ANTIBACTERIALS|J1
49577|ANALGESICS|N2
49561|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
49547|NOOTROPICS|N6D
49544|CARDIOVASCULAR SYSTEM|C
49541|SYSTEMIC ANTIBACTERIALS|J1
49537|SYSTEMIC ANTIBACTERIALS|J1
49507|ALKYLATING AGENTS|L1A
49503|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
49479|ANTI-EPILEPTICS|N3
49479|RADIODIAGNOSTIC AGENTS|T1G
49461|SYSTEMIC ANTIBACTERIALS|J1
49439|IMMUNOSTIMULATING AGENTS|L3
49424|CARDIOVASCULAR SYSTEM|C
49422|Interferons, beta|L3B2
49420|PARASITOLOGY|P
49417|IMMUNOSTIMULATING AGENTS|L3
49408|CARDIOVASCULAR SYSTEM|C
49408|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
49407|SYSTEMIC ANTIBACTERIALS|J1
49406|ANTIVIRALS FOR SYSTEMIC USE|J5
49399|ALKYLATING AGENTS|L1A
49385|ANTI-MIGRAINE PREPARATIONS|N2C
49383|ANDROGENS, EXCLUDING G3E, G3F|G3B
49378|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
49344|ANALGESICS|N2
49342|ANALGESICS|N2
49341|ANALGESICS|N2
49317|ANALGESICS|N2
49317|SSRI antidepressants|N6A4
49317|SRNI antidepressants|N6A5
49302|ANTIVIRALS FOR SYSTEMIC USE|J5
49301|ANTIVIRALS FOR SYSTEMIC USE|J5
49299|ANTI-ACNE PREPARATIONS|D10
49299|MACROLIDES AND SIMILAR TYPES|J1F
49280|ALKYLATING AGENTS|L1A
