indication,icd9,ccs,ccs_label,nccs,cancer
bacterial eye infection,370,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),2,0
blepharitis,373,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),2,0
uveitis,360,91,Other eye disorders,2,0
myopia,360,91,Other eye disorders,2,0
endophthalmitis,360,91,Other eye disorders,2,0
panophthalmitis,360,91,Other eye disorders,2,0
degenerative myopia,360,91,Other eye disorders,2,0
retinitis,363,91,Other eye disorders,2,0
choroiditis,363,91,Other eye disorders,2,0
choroideremia,363,91,Other eye disorders,2,0
iritis,364,91,Other eye disorders,2,0
hyphema,364,91,Other eye disorders,2,0
corneal disease,371,91,Other eye disorders,1,0
corneal dystrophy,371,91,Other eye disorders,1,0
keratoconus,371,91,Other eye disorders,1,0
corneal opacity,371,91,Other eye disorders,1,0
lentigo senilis,371,91,Other eye disorders,1,0
conjunctivitis,372,91,Other eye disorders,2,0
conjunctiva disease,372,91,Other eye disorders,2,0
infectious keratoconjunctivitis,372,91,Other eye disorders,2,0
pterygium,372,91,Other eye disorders,2,0
vitiligo,374,91,Other eye disorders,1,0
hypotrichosis,374,91,Other eye disorders,1,0
ptosis,374,91,Other eye disorders,1,0
exophthalmos,376,91,Other eye disorders,2,0
orbital inflammatory disease,376,91,Other eye disorders,2,0
optic nerve disorder,377,91,Other eye disorders,2,0
papilledema,377,91,Other eye disorders,2,0
optic neuritis,377,91,Other eye disorders,2,0
mitochondrial optic neuropathy,377,91,Other eye disorders,2,0
lebers hereditary optic atrophy,377,91,Other eye disorders,2,0
strabismus,378,91,Other eye disorders,1,0
scleritis,379,91,Other eye disorders,2,0
vitreous hemorrhage,379,91,Other eye disorders,2,0
mydriasis,379,91,Other eye disorders,2,0
miosis,379,91,Other eye disorders,2,0
vitreous humor disease,379,91,Other eye disorders,2,0
nystagmus,379,91,Other eye disorders,2,0
ocular pain,379,91,Other eye disorders,2,0
asteroid hyalosis,379,91,Other eye disorders,2,0
salpingitis,381,92,Otitis media and related conditions,1,0
otitis media,382,92,Otitis media and related conditions,1,0
otitis,382,92,Otitis media and related conditions,1,0
mastoiditis,383,92,Otitis media and related conditions,1,0
ear disease,385,92,Otitis media and related conditions,2,0
middle ear disease,385,92,Otitis media and related conditions,2,0
cholesteatoma,385,92,Otitis media and related conditions,2,0
otosclerosis,387,92,Otitis media and related conditions,1,0
vertigo,386,93,Conditions associated with dizziness or vertigo,1,0
meniere disease,386,93,Conditions associated with dizziness or vertigo,1,0
labyrinthitis,386,93,Conditions associated with dizziness or vertigo,1,0
vestibulocochlear nerve disorder,386,93,Conditions associated with dizziness or vertigo,1,0
otitis externa,380,94,Other ear and sense organ disorders,1,0
acute external otitis,380,94,Other ear and sense organ disorders,1,0
tinnitus,388,94,Other ear and sense organ disorders,1,0
inner ear disease,388,94,Other ear and sense organ disorders,1,0
deafness,388,94,Other ear and sense organ disorders,1,0
hearing disorder,389,94,Other ear and sense organ disorders,1,0
hearing loss,389,94,Other ear and sense organ disorders,1,0
sensorineural hearing loss,389,94,Other ear and sense organ disorders,1,0
noise induced hearing loss,389,94,Other ear and sense organ disorders,1,0
cancer pain,338,95,Other nervous system disorders,1,0
demyelinating disease,341,95,Other nervous system disorders,2,0
neuromyelitis optica,341,95,Other nervous system disorders,2,0
central nervous system demyelinating disease,341,95,Other nervous system disorders,2,0
narcolepsy,347,95,Other nervous system disorders,1,0
cataplexy,347,95,Other nervous system disorders,1,0
cerebral edema,348,95,Other nervous system disorders,2,0
transmissible spongiform encephalopathy,348,95,Other nervous system disorders,2,0
intracranial hypertension,348,95,Other nervous system disorders,2,0
pseudotumor cerebri,348,95,Other nervous system disorders,2,0
autonomic nervous system disease,349,95,Other nervous system disorders,3,0
neurological disease,349,95,Other nervous system disorders,3,0
neuropathic pain,349,95,Other nervous system disorders,3,0
peripheral nervous system disease,349,95,Other nervous system disorders,3,0
facial hemiatrophy,349,95,Other nervous system disorders,3,0
trigeminal neuralgia,350,95,Other nervous system disorders,1,0
facial nerve disease,351,95,Other nervous system disorders,1,0
carpal tunnel syndrome,354,95,Other nervous system disorders,1,0
complex regional pain syndrome,355,95,Other nervous system disorders,1,0
neuropathy,356,95,Other nervous system disorders,1,0
polyneuropathy,356,95,Other nervous system disorders,1,0
charcot marie tooth type 1 disease,356,95,Other nervous system disorders,1,0
diabetic neuropathy,357,95,Other nervous system disorders,2,0
chronic inflammatory demyelinating polyneuropathy,357,95,Other nervous system disorders,2,0
poems syndrome,357,95,Other nervous system disorders,2,0
neuromuscular disease,358,95,Other nervous system disorders,1,0
muscle hypertonia,358,95,Other nervous system disorders,1,0
lambert-eaton syndrome,358,95,Other nervous system disorders,1,0
neuromuscular blockade,358,95,Other nervous system disorders,1,0
muscular dystrophy,359,95,Other nervous system disorders,1,0
myopathy,359,95,Other nervous system disorders,1,0
duchenne dystrophy,359,95,Other nervous system disorders,1,0
myotonic dystrophy,359,95,Other nervous system disorders,1,0
myotonic dystrophy type 1,359,95,Other nervous system disorders,1,0
myotonic dystrophy type 2,359,95,Other nervous system disorders,1,0
limb girdle muscular dystrophy,359,95,Other nervous system disorders,1,0
becker muscular dystrophy,359,95,Other nervous system disorders,1,0
emery dreifuss muscular dystrophy,359,95,Other nervous system disorders,1,0
inclusion body myositis,359,95,Other nervous system disorders,1,0
facioscapulohumeral muscular dystrophy,359,95,Other nervous system disorders,1,0
sporadic inclusion body myositis,359,95,Other nervous system disorders,1,0
dysuria,781,95,Other nervous system disorders,5,0
dysgeusia,781,95,Other nervous system disorders,5,0
decompression sickness,781,95,Other nervous system disorders,5,0
heart valve disease,394,96,Heart valve disorders,1,0
aortic valve disease,395,96,Heart valve disorders,1,0
aortic stenosis,396,96,Heart valve disorders,1,0
acute decompensated heart failure,398,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2,0
pericarditis,420,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1,0
bacterial endocarditis,421,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1,0
infectious endocarditis,421,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1,0
myocarditis,422,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1,0
myocardial disease,425,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2,0
hypertrophic cardiomyopathy,425,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2,0
chagas cardiomyopathy,425,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2,0
lipotoxic cardiomyopathy,425,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2,0
dilated cardiomyopathy,425,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),2,0
hypertension,401,98,Essential hypertension,2,0
essential hypertension,401,98,Essential hypertension,2,0
arterial hypertension,401,98,Essential hypertension,2,0
resistant hypertension,401,98,Essential hypertension,2,0
renovascular hypertension,405,99,Hypertension with complications and secondary hypertension,1,0
ischemic heart disease,410,100,Acute myocardial infarction,1,0
myocardial infarction,410,100,Acute myocardial infarction,1,0
infarction,410,100,Acute myocardial infarction,1,0
unstable angina,411,101,Coronary atherosclerosis and other heart disease,1,0
coronary thrombosis,411,101,Coronary atherosclerosis and other heart disease,1,0
occlusive coronary artery disease,411,101,Coronary atherosclerosis and other heart disease,1,0
acute coronary syndrome,411,101,Coronary atherosclerosis and other heart disease,1,0
angina,413,101,Coronary atherosclerosis and other heart disease,1,0
variant angina pectoris,413,101,Coronary atherosclerosis and other heart disease,1,0
coronary artery disease,414,101,Coronary atherosclerosis and other heart disease,3,0
coronary atherosclerosis,414,101,Coronary atherosclerosis and other heart disease,3,0
embolism,415,103,Pulmonary heart disease,2,0
lung embolism,415,103,Pulmonary heart disease,2,0
pulmonary heart disease,416,103,Pulmonary heart disease,1,0
pulmonary hypertension,416,103,Pulmonary heart disease,1,0
pulmonary artery hypertension,416,103,Pulmonary heart disease,1,0
lung disease pulmonary hypertension,416,103,Pulmonary heart disease,1,0
chronic thromboembolic pulmonary hypertension,416,103,Pulmonary heart disease,1,0
idiopathic pulmonary arterial hypertension,416,103,Pulmonary heart disease,1,0
secondary pulmonary arterial hypertension,416,103,Pulmonary heart disease,1,0
cardiovascular disease,429,104,Other and ill-defined heart disease,3,0
arteriosclerosis,429,104,Other and ill-defined heart disease,3,0
heart disease,429,104,Other and ill-defined heart disease,3,0
cardiac hypertrophy,429,104,Other and ill-defined heart disease,3,0
long qt syndrome,426,105,Conduction disorders,1,0
atrioventricular block,426,105,Conduction disorders,1,0
heart arrhythmia,427,106,Cardiac dysrhythmias,2,0
bradycardia,427,106,Cardiac dysrhythmias,2,0
atrial fibrillation,427,106,Cardiac dysrhythmias,2,0
atrial flutter,427,106,Cardiac dysrhythmias,2,0
ventricular tachycardia,427,106,Cardiac dysrhythmias,2,0
ventricular fibrillation,427,106,Cardiac dysrhythmias,2,0
cardiac arrest,427,106,Cardiac dysrhythmias,2,0
ventricular arrhythmia,427,106,Cardiac dysrhythmias,2,0
paroxysmal supraventricular tachycardia,427,106,Cardiac dysrhythmias,2,0
cardiac failure,428,108,Congestive heart failure; nonhypertensive,1,0
congestive heart failure,428,108,Congestive heart failure; nonhypertensive,1,0
cardiac edema,428,108,Congestive heart failure; nonhypertensive,1,0
cardiac surgical procedure,428,108,Congestive heart failure; nonhypertensive,1,0
diastolic heart failure,428,108,Congestive heart failure; nonhypertensive,1,0
systolic heart failure,428,108,Congestive heart failure; nonhypertensive,1,0
left heart disease pulmonary hypertension,428,108,Congestive heart failure; nonhypertensive,1,0
brain hemorrhage,431,109,Acute cerebrovascular disease,1,0
cerebral hemorrhage,431,109,Acute cerebrovascular disease,1,0
intracranial hemorrhage,432,109,Acute cerebrovascular disease,1,0
cerebral infarction,434,109,Acute cerebrovascular disease,1,0
brain infarction,434,109,Acute cerebrovascular disease,1,0
ischemic stroke,434,109,Acute cerebrovascular disease,1,0
cerebrovascular disease,436,109,Acute cerebrovascular disease,1,0
carotid stenosis,433,110,Occlusion or stenosis of precerebral arteries,2,0
aneurysm,437,111,Other and ill-defined cerebrovascular disease,2,0
ischemia,435,112,Transient cerebral ischemia,1,0
brain ischemia,435,112,Transient cerebral ischemia,1,0
intracranial vasospasm,435,112,Transient cerebral ischemia,1,0
vasospasm,435,112,Transient cerebral ischemia,1,0
cerebrovascular ischemia,435,112,Transient cerebral ischemia,1,0
atherosclerosis,440,114,Peripheral and visceral atherosclerosis,3,0
restenosis,440,114,Peripheral and visceral atherosclerosis,3,0
aortic aneurysm,441,115,Aortic; peripheral; and visceral artery aneurysms,1,0
abdominal aortic aneurysm,441,115,Aortic; peripheral; and visceral artery aneurysms,1,0
peripheral vascular disease,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
raynauds disease,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
artery disease,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
vascular disease,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
peripheral arterial occlusive disease,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
erythromelalgia,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
thromboangiitis obliterans,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
diabetic angiopathy,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
arterial occlusive disease,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
intermittent claudication,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
vascular occlusive disease,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
thrombotic microangiopathy,443,115,Aortic; peripheral; and visceral artery aneurysms,3,0
arterial thrombosis,444,116,Aortic and peripheral arterial embolism or thrombosis,1,0
kawasaki disease,446,117,Other circulatory disease,1,0
polyarteritis nodosa,446,117,Other circulatory disease,1,0
microangiopathy,446,117,Other circulatory disease,1,0
wegener granulomatosis,446,117,Other circulatory disease,1,0
churg-strauss syndrome,446,117,Other circulatory disease,1,0
temporal arteritis,447,117,Other circulatory disease,2,0
capillary leak syndrome,448,117,Other circulatory disease,1,0
hereditary hemorrhagic telangiectasia,448,117,Other circulatory disease,1,0
nevus,448,117,Other circulatory disease,1,0
hypotension,458,117,Other circulatory disease,2,0
orthostatic hypotension,458,117,Other circulatory disease,2,0
deep vein thrombosis,453,118,Phlebitis; thrombophlebitis and thromboembolism,1,0
thrombosis,453,118,Phlebitis; thrombophlebitis and thromboembolism,1,0
budd chiari syndrome,453,118,Phlebitis; thrombophlebitis and thromboembolism,1,0
varicosis,454,119,Varicose veins of lower extremity,1,0
varicosis ulcer,454,119,Varicose veins of lower extremity,1,0
hemorrhoids,455,120,Hemorrhoids,1,0
bleeding,456,121,Other diseases of veins and lymphatics,3,0
esophagitis,456,121,Other diseases of veins and lymphatics,3,0
varices,456,121,Other diseases of veins and lymphatics,3,0
esophageal varices,456,121,Other diseases of veins and lymphatics,3,0
lymphatic system disease,457,121,Other diseases of veins and lymphatics,1,0
lymphedema,457,121,Other diseases of veins and lymphatics,1,0
elephantiasis,457,121,Other diseases of veins and lymphatics,1,0
lymphangitis,457,121,Other diseases of veins and lymphatics,1,0
angiogenesis disorder,459,121,Other diseases of veins and lymphatics,2,0
vein disease,459,121,Other diseases of veins and lymphatics,2,0
venous insufficiency,459,121,Other diseases of veins and lymphatics,2,0
cardiac reperfusion injury,459,121,Other diseases of veins and lymphatics,2,0
vein graft failure,459,121,Other diseases of veins and lymphatics,2,0
yersinia pestis infection,20,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),4,0
coccidioides infection,114,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),3,0
paramyxovirus infection,480,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
viral pneumonia,480,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
pneumonia,481,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
klebsiella pneumoniae infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
streptococcus pneumoniae infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
legionella pneumophila infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
bacterial pneumonia,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
prevotella infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
acinetobacter lwoffii infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
streptococcus constellatus infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
klebsiella granulomatis infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
stenotrophomonas maltophilia infection,482,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
chlamydia pneumoniae infection,483,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
mycoplasma pneumoniae infection,483,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
fungal pneumonia,484,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
burkholderia infection,486,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1,0
lung abscess,513,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),2,0
influenza virus infection,487,123,Influenza,1,0
influenza virus a infection,487,123,Influenza,1,0
influenza virus b infection,487,123,Influenza,1,0
tonsillitis,463,124,Acute and chronic tonsillitis,1,0
adenoid hypertrophy,474,124,Acute and chronic tonsillitis,1,0
peritonsillitis,475,124,Acute and chronic tonsillitis,1,0
otorhinolaryngological infection,475,124,Acute and chronic tonsillitis,1,0
acute bronchitis,466,125,Acute bronchitis,1,0
bronchiolitis,466,125,Acute bronchitis,1,0
corynebacterium diphtheriae infection,32,126,Other upper respiratory infections,7,0
corynebacterium infection,32,126,Other upper respiratory infections,7,0
streptococcus mutans infection,34,126,Other upper respiratory infections,2,0
lower respiratory tract infection,460,126,Other upper respiratory infections,1,0
common cold,460,126,Other upper respiratory infections,1,0
lung inflammation,460,126,Other upper respiratory infections,1,0
leptospiraceae infection,460,126,Other upper respiratory infections,1,0
acute sinusitis,461,126,Other upper respiratory infections,1,0
pharyngitis,462,126,Other upper respiratory infections,1,0
laryngitis,464,126,Other upper respiratory infections,1,0
respiratory tract infection,465,126,Other upper respiratory infections,1,0
lung infection,465,126,Other upper respiratory infections,1,0
upper respiratory tract infection,465,126,Other upper respiratory infections,1,0
respiratory tract inflammation,465,126,Other upper respiratory infections,1,0
laryngopharyngitis,465,126,Other upper respiratory infections,1,0
sinusitis,473,126,Other upper respiratory infections,1,0
chronic sinusitis,473,126,Other upper respiratory infections,1,0
nasal polyps,473,126,Other upper respiratory infections,1,0
bronchitis,491,127,Chronic obstructive pulmonary disease and bronchiectasis,1,0
chronic obstructive pulmonary disease,491,127,Chronic obstructive pulmonary disease and bronchiectasis,1,0
chronic bronchitis,491,127,Chronic obstructive pulmonary disease and bronchiectasis,1,0
emphysema,492,127,Chronic obstructive pulmonary disease and bronchiectasis,1,0
chronic obstructive airway disease,494,127,Chronic obstructive pulmonary disease and bronchiectasis,1,0
bronchiectasis,494,127,Chronic obstructive pulmonary disease and bronchiectasis,1,0
asthma,493,128,Asthma,1,0
status asthmaticus,493,128,Asthma,1,0
asthma attack,493,128,Asthma,1,0
empyema,510,130,Pleurisy; pneumothorax; pulmonary collapse,1,0
pleural disease,511,130,Pleurisy; pneumothorax; pulmonary collapse,2,0
lung disease,518,131,Respiratory failure; insufficiency; arrest (adult),5,0
adult respiratory distress syndrome,518,131,Respiratory failure; insufficiency; arrest (adult),5,0
acute lung injury,518,131,Respiratory failure; insufficiency; arrest (adult),5,0
pulmonary edema,518,131,Respiratory failure; insufficiency; arrest (adult),5,0
respiratory failure,518,131,Respiratory failure; insufficiency; arrest (adult),5,0
extrinsic allergic alveolitis,495,132,Lung disease due to external agents,1,0
fungal allergy,495,132,Lung disease due to external agents,1,0
asbestosis,501,132,Lung disease due to external agents,1,0
pulmonary fibrosis,516,133,Other lower respiratory disease,1,0
fibrosis,516,133,Other lower respiratory disease,1,0
interstitial lung disease,516,133,Other lower respiratory disease,1,0
lymphangioleiomyomatosis,516,133,Other lower respiratory disease,1,0
idiopathic pulmonary fibrosis,516,133,Other lower respiratory disease,1,0
acute chest syndrome,517,133,Other lower respiratory disease,3,0
cough,786,133,Other lower respiratory disease,3,0
snoring,786,133,Other lower respiratory disease,3,0
cheynes stokes breathing,786,133,Other lower respiratory disease,3,0
respiratory insufficiency,786,133,Other lower respiratory disease,3,0
dermatophagoides farinae infection,477,134,Other upper respiratory disease,2,0
rhinitis,477,134,Other upper respiratory disease,2,0
respiratory tract allergy,477,134,Other upper respiratory disease,2,0
allergic rhinitis,477,134,Other upper respiratory disease,2,0
perennial allergic rhinitis,477,134,Other upper respiratory disease,2,0
seasonal allergic rhinitis,477,134,Other upper respiratory disease,2,0
telangiectasis,478,134,Other upper respiratory disease,1,0
nasal congestion,478,134,Other upper respiratory disease,1,0
respiratory congestion,519,134,Other upper respiratory disease,3,0
bronchus disease,519,134,Other upper respiratory disease,3,0
bacterial respiratory tract infection,519,134,Other upper respiratory disease,3,0
viral respiratory tract infection,519,134,Other upper respiratory disease,3,0
bronchospasm,519,134,Other upper respiratory disease,3,0
headache,784,134,Other upper respiratory disease,6,0
dysphonia,784,134,Other upper respiratory disease,6,0
tourette syndrome,784,134,Other upper respiratory disease,6,0
vibrio cholerae infection,1,135,Intestinal infection,1,0
salmonella typhi infection,2,135,Intestinal infection,1,0
salmonella infection,3,135,Intestinal infection,5,0
shigella infection,4,135,Intestinal infection,1,0
shigella flexneri infection,4,135,Intestinal infection,1,0
shigella sonnei infection,4,135,Intestinal infection,1,0
shigella dysenteriae infection,4,135,Intestinal infection,1,0
clostridium botulinum infection,5,135,Intestinal infection,1,0
giardia lamblia infection,7,135,Intestinal infection,1,0
norwalk virus infection,8,135,Intestinal infection,1,0
rotavirus infection,8,135,Intestinal infection,1,0
clostridium infection,8,135,Intestinal infection,1,0
intestine infection,8,135,Intestinal infection,1,0
clostridium difficile infection,8,135,Intestinal infection,1,0
pseudomembranous colitis,8,135,Intestinal infection,1,0
yersinia infection,8,135,Intestinal infection,1,0
treponema infection,8,135,Intestinal infection,1,0
campylobacter jejuni infection,8,135,Intestinal infection,1,0
enterobacter aerogenes infection,8,135,Intestinal infection,1,0
streptococcus oralis infection,8,135,Intestinal infection,1,0
norovirus infection,8,135,Intestinal infection,1,0
dental caries,521,136,Disorders of teeth and jaw,1,0
periodontal disease,523,136,Disorders of teeth and jaw,1,0
gingivitis,523,136,Disorders of teeth and jaw,1,0
gingiva disease,523,136,Disorders of teeth and jaw,1,0
pericoronitis,523,136,Disorders of teeth and jaw,1,0
periodontitis,523,136,Disorders of teeth and jaw,1,0
arthralgia,524,136,Disorders of teeth and jaw,1,0
temporomandibular joint syndrome,524,136,Disorders of teeth and jaw,1,0
tooth disease,525,136,Disorders of teeth and jaw,1,0
jaw disease,526,136,Disorders of teeth and jaw,1,0
sialadenitis,527,137,Diseases of mouth; excluding dental,1,0
salivary gland disease,527,137,Diseases of mouth; excluding dental,1,0
xerostomia,527,137,Diseases of mouth; excluding dental,1,0
sialorrhea,527,137,Diseases of mouth; excluding dental,1,0
mouth ulcer,528,137,Diseases of mouth; excluding dental,2,0
stomatitis,528,137,Diseases of mouth; excluding dental,2,0
mucositis,528,137,Diseases of mouth; excluding dental,2,0
leukoplakia,528,137,Diseases of mouth; excluding dental,2,0
oral mucositis,528,137,Diseases of mouth; excluding dental,2,0
glossitis,529,137,Diseases of mouth; excluding dental,1,0
achalasia,530,138,Esophageal disorders,3,0
gastroesophageal reflux,530,138,Esophageal disorders,3,0
barretts esophagus,530,138,Esophageal disorders,3,0
eosinophilic esophagitis,530,138,Esophageal disorders,3,0
ulcer,531,139,Gastroduodenal ulcer (except hemorrhage),2,0
gastrointestinal ulcer,531,139,Gastroduodenal ulcer (except hemorrhage),2,0
stomach ulcer,531,139,Gastroduodenal ulcer (except hemorrhage),2,0
duodenal ulcer,532,139,Gastroduodenal ulcer (except hemorrhage),2,0
gastritis,535,140,Gastritis and duodenitis,2,0
hypertrophic gastritis,535,140,Gastritis and duodenitis,2,0
gastrointestinal disease,536,141,Other disorders of stomach and duodenum,2,0
gastric motility disorder,536,141,Other disorders of stomach and duodenum,2,0
gastrointestinal function disorder,536,141,Other disorders of stomach and duodenum,2,0
dyspepsia,536,141,Other disorders of stomach and duodenum,2,0
hyperchlorhydria,536,141,Other disorders of stomach and duodenum,2,0
gastrointestinal infection,536,141,Other disorders of stomach and duodenum,2,0
stomach function disorder,536,141,Other disorders of stomach and duodenum,2,0
gastroparesis,536,141,Other disorders of stomach and duodenum,2,0
indigestion,536,141,Other disorders of stomach and duodenum,2,0
gastrointestinal motility disorder,536,141,Other disorders of stomach and duodenum,2,0
stomach disease,537,141,Other disorders of stomach and duodenum,1,0
stomach infection,537,141,Other disorders of stomach and duodenum,1,0
appendicitis,540,142,Appendicitis and other appendiceal conditions,1,0
crohns disease,555,144,Regional enteritis and ulcerative colitis,1,0
inflammatory bowel disease,555,144,Regional enteritis and ulcerative colitis,1,0
enteritis,555,144,Regional enteritis and ulcerative colitis,1,0
coris disease,555,144,Regional enteritis and ulcerative colitis,1,0
ulcerative colitis,556,144,Regional enteritis and ulcerative colitis,1,0
proctitis,556,144,Regional enteritis and ulcerative colitis,1,0
enterocolitis,556,144,Regional enteritis and ulcerative colitis,1,0
rectosigmoiditis,556,144,Regional enteritis and ulcerative colitis,1,0
ulcerative proctitis,556,144,Regional enteritis and ulcerative colitis,1,0
ileus,560,145,Intestinal obstruction without hernia,1,0
diverticulitis,562,146,Diverticulosis and diverticulitis,1,0
diverticulosis,562,146,Diverticulosis and diverticulitis,1,0
anal fissure,565,147,Anal and rectal conditions,1,0
fistula,565,147,Anal and rectal conditions,1,0
anal fistula,565,147,Anal and rectal conditions,1,0
perianal fistula,566,147,Anal and rectal conditions,1,0
peritonitis,567,148,Peritonitis and intestinal abscess,2,0
abdominal cavity inflammation,567,148,Peritonitis and intestinal abscess,2,0
abdominal abscess,567,148,Peritonitis and intestinal abscess,2,0
gallstones,574,149,Biliary tract disease,1,0
cholangitis,574,149,Biliary tract disease,1,0
cholelithiasis,574,149,Biliary tract disease,1,0
gallbladder disease,575,149,Biliary tract disease,1,0
cholecystitis,575,149,Biliary tract disease,1,0
biliary tract disease,576,149,Biliary tract disease,1,0
cholestasis,576,149,Biliary tract disease,1,0
primary sclerosing cholangitis,576,149,Biliary tract disease,1,0
acute liver failure,570,151,Other liver diseases,1,0
liver cirrhosis,571,151,Other liver diseases,3,0
liver disease,571,151,Other liver diseases,3,0
fatty liver disease,571,151,Other liver diseases,3,0
liver failure,571,151,Other liver diseases,3,0
alcoholic hepatitis,571,151,Other liver diseases,3,0
primary biliary cirrhosis,571,151,Other liver diseases,3,0
liver fibrosis,571,151,Other liver diseases,3,0
biliary cirrhosis,571,151,Other liver diseases,3,0
steatohepatitis,571,151,Other liver diseases,3,0
non-alcoholic steatohepatitis,571,151,Other liver diseases,3,0
autoimmune hepatitis,571,151,Other liver diseases,3,0
non alcoholic fatty liver disease,571,151,Other liver diseases,3,0
non segmental vitiligo,571,151,Other liver diseases,3,0
alcoholic fatty liver disease,571,151,Other liver diseases,3,0
alcoholic liver cirrhosis,571,151,Other liver diseases,3,0
compensated liver cirrhosis,571,151,Other liver diseases,3,0
alcoholic liver disease,571,151,Other liver diseases,3,0
hepatorenal syndrome,572,151,Other liver diseases,1,0
hepatic encephalopathy,572,151,Other liver diseases,1,0
liver abscess,572,151,Other liver diseases,1,0
amoebic liver abscess,572,151,Other liver diseases,1,0
portal hypertension,572,151,Other liver diseases,1,0
hepatitis,573,151,Other liver diseases,2,0
hepatobiliary disease,573,151,Other liver diseases,2,0
rna virus infection,573,151,Other liver diseases,2,0
nausea drug-induced,573,151,Other liver diseases,2,0
venous occlusive disease,573,151,Other liver diseases,2,0
hepatic insufficiency,573,151,Other liver diseases,2,0
pancreas disease,577,152,Pancreatic disorders (not diabetes),1,0
pancreatitis,577,152,Pancreatic disorders (not diabetes),1,0
exocrine pancreatic insufficiency,577,152,Pancreatic disorders (not diabetes),1,0
necrotizing acute pancreatitis,577,152,Pancreatic disorders (not diabetes),1,0
gastrointestinal bleeding,578,153,Gastrointestinal hemorrhage,1,0
colitis,558,154,Noninfectious gastroenteritis,3,0
campylobacter fetus infection,558,154,Noninfectious gastroenteritis,3,0
irritable bowel syndrome,564,155,Other gastrointestinal disorders,3,0
constipation,564,155,Other gastrointestinal disorders,3,0
intestine disease,564,155,Other gastrointestinal disorders,3,0
functional bowel disorder,564,155,Other gastrointestinal disorders,3,0
dumping syndrome,564,155,Other gastrointestinal disorders,3,0
constipation predominant irritable bowel syndrome,564,155,Other gastrointestinal disorders,3,0
diarrhea predominant irritable bowel syndrome,564,155,Other gastrointestinal disorders,3,0
alternating stool pattern irritable bowel syndrome,564,155,Other gastrointestinal disorders,3,0
peritoneal disease,568,155,Other gastrointestinal disorders,1,0
peritoneal tumor,568,155,Other gastrointestinal disorders,1,0
colon disease,569,155,Other gastrointestinal disorders,6,0
gastrointestinal inflammation,569,155,Other gastrointestinal disorders,6,0
anorectal disease,569,155,Other gastrointestinal disorders,6,0
anusitis,569,155,Other gastrointestinal disorders,6,0
