drug_name_id,drugname,odrugname,Brand,Brand0,Brand1,Brand2,Brand3,Brand4,Brand5,Brand6,Brand7,Brand8,Brand9,Brand10,Brand11,Brand12,Brand13,Brand14,Brand15,Brand16,Brand17,Brand18,Brand19,Brand20,Brand21,Brand22,Brand23,Brand24,Brand25,Brand26,Brand27,Brand28,Brand29,Brand30,applno1,DrugName1,applno2,DrugName2,applno3,DrugName3,applno4,DrugName4,applno5,DrugName5,applno6,DrugName6,applno7,DrugName7,applno8,DrugName8,applno9,DrugName9,applno10,DrugName10,applno11,DrugName11,date,year,month,brandname,indication,dstatus,action,otheraction,tech,ndablanumber,ndabla,submissiondate,submissiondatesource,priorityreview,accelerated,fasttrack,orphandrug,breakthrough,brkthrudate,manufacturer,firmtypesymbol,firm_public,firm_revenue,firm_revenue_lag_1,firm_revenue_lag_2,firm_revenue_lag_3,firm_revenue_lag_4,firm_revenue_lag_5,firm_grossprofit,firm_rd,firm_rd_supplemental,acquiredfirmrevenueinyearof,acquiredfirmdatelastrevenue,acquiredfirmyearlastrevenue,jv_dummy,firm_notes,in_cancerfile,drug_notes,revenue,gprofit,rnd,revenuelag1,revenuelag2,revenuelag3,revenuelag4,revenuelag5,DA,icd9,atc2
728,TETRABENAZINE,CHOREAZINE; MOTETIS; NITOMAN; TETMODIS; XENAZINE; TETRABENAZINE,CHOREAZINE; MOTETIS; NITOMAN; TETMODIS; XENAZINE; TETRABENAZINE,TETRABENAZINE,CHOREAZINE,MOTETIS,NITOMAN,TETMODIS,XENAZINE,TETRABENAZINE,,,,,,,,,,,,,,,,,,,,,,,,,21894,TETRABENAZINE,,,,,,,,,,,,,,,,,,,,,2008-08-15,2008,8,Xenazine,huntingtons chorea,REGISTERED,SYNAPTIC VESICULAR AMINE TRANSPORTER INHIBITOR,MONOAMINE ANTAGONIST; MONOAMINE RELEASE MODULATOR,ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,021894,NDA,2005-09-23,fda,1,0,0,1,0,,biovail laboratories,TSX: BVF,1,,,,,,,,,,,,2008,,acquired by biovail in 2008,,,,,,,,,,,,333,N2
688,SUCROFERRIC OXYHYDROXIDE,"P-TOL, KISSEI; PA-21, VIFOR; PA-21, VIFOR-FRESENIUS MEDICAL CARE RENAL PHARMA; PEATLE; PIETLE; VELPHORO; VELPHORO; IRON BASED-PHOSPHATE BINDER (ORAL/CHEWABLE, HYPERPHOSPHATEMIA), VIFOR-FRESENIUS MEDICAL CARE RENAL PHARMA LTD; PHOSPHATE LOWERING AGENT (ORAL, CHRONIC KIDNEY DISEASE), VIFOR; PHOSPHATE LOWERING AGENT (ORAL, CHRONIC KIDNEY DISEASE), VIFOR/FRESENIUS/KISSEI; SUCROFERRIC OXYHYDROXIDE","P-TOL, KISSEI; PA-21, VIFOR; PA-21, VIFOR-FRESENIUS MEDICAL CARE RENAL PHARMA; PEATLE; PIETLE; VELPHORO; VELPHORO; IRON BASED-PHOSPHATE BINDER (ORAL/CHEWABLE, HYPERPHOSPHATEMIA), VIFOR-FRESENIUS MEDICAL CARE RENAL PHARMA LTD; PHOSPHATE LOWERING AGENT (ORAL, CHRONIC KIDNEY DISEASE), VIFOR; PHOSPHATE LOWERING AGENT (ORAL, CHRONIC KIDNEY DISEASE), VIFOR/FRESENIUS/KISSEI; SUCROFERRIC OXYHYDROXIDE",SUCROFERRIC OXYHYDROXIDE,"P-TOL, KISSEI","PA-21, VIFOR","PA-21, VIFOR-FRESENIUS MEDICAL CARE RENAL PHARMA",PEATLE,PIETLE,VELPHORO,VELPHORO,"IRON BASED-PHOSPHATE BINDER (ORAL/CHEWABLE, HYPERPHOSPHATEMIA), VIFOR-FRESENIUS MEDICAL CARE RENAL PHARMA LTD","PHOSPHATE LOWERING AGENT (ORAL, CHRONIC KIDNEY DISEASE), VIFOR","PHOSPHATE LOWERING AGENT (ORAL, CHRONIC KIDNEY DISEASE), VIFOR/FRESENIUS/KISSEI",SUCROFERRIC OXYHYDROXIDE,,,,,,,,,,,,,,,,,,,,205109,SUCROFERRIC OXYHYDROXIDE,,,,,,,,,,,,,,,,,,,,,2013-11-27,2013,11,Velphoro,hyperphosphatemia,REGISTERED,,PHOSPHATE LOWERING AGENT,BUCCAL FORMULATION SYSTEMIC; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC,205109,NDA,2013-01-31,fda,0,0,0,0,0,,galenica,VTX: GALN,1,3978.9,3882.1,3662.2,3640,3132.1,2903,1499.9,,141.9,,,,,,,,,,,,,,,,,275,N2
282,"FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANACOR/KERYX/JAPAN TOBACCO/TORII/3SBIO","AURYXIA; AURYXIA; FEXERIC; FEXERIC; JTT-751; KRX-0502; NEPHOXIL; PBF-1681; RIONA; SERENE; ZERENEX; FERRIC CITRATE; FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANACOR/KERYX/JAPAN TOBACCO/TORII/3SBIO; FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANION & BF/KERYX/JAPAN TOBACCO/TORII/3SBIO; HYPERPHOSPHATEMIA THERAPY, PANION/KERYX","AURYXIA; AURYXIA; FEXERIC; FEXERIC; JTT-751; KRX-0502; NEPHOXIL; PBF-1681; RIONA; SERENE; ZERENEX; FERRIC CITRATE; FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANACOR/KERYX/JAPAN TOBACCO/TORII/3SBIO; FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANION & BF/KERYX/JAPAN TOBACCO/TORII/3SBIO; HYPERPHOSPHATEMIA THERAPY, PANION/KERYX","FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANACOR/KERYX/JAPAN TOBACCO/TORII/3SBIO",AURYXIA,AURYXIA,FEXERIC,FEXERIC,JTT-751,KRX-0502,NEPHOXIL,PBF-1681,RIONA,SERENE,ZERENEX,FERRIC CITRATE,"FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANACOR/KERYX/JAPAN TOBACCO/TORII/3SBIO","FERRIC CITRATE (ORAL, HYPERPHOSPHATEMIA), PANION & BF/KERYX/JAPAN TOBACCO/TORII/3SBIO","HYPERPHOSPHATEMIA THERAPY, PANION/KERYX",,,,,,,,,,,,,,,,205874,FERRIC CITRATE,205874,FERRIC CITRATE,,,,,,,,,,,,,,,,,,,2014-09-05,2014,9,Auryxia,hyperphosphatemia,REGISTERED,,ANTI-INFLAMMATORY; PHOSPHATE LOWERING AGENT,CAPSULE FORMULATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,205874,NDA,2013-08-07,fda,0,0,0,0,0,,keryx biopharmaceuticals,NASDAQ: KERX,1,10.8,7,,5,,21.6,10.3,51.5,51.5,,,,,,,,,,,,,,,,,275,N2
665,"SEVELAMER CARBONATE (TABLET, RENAL DISEASE/HYPERPHOSPHATEMIA), GENZYME","GT-335-012; RENVELA; SECOND GENERATION SEVELAMER, GENZYME; SEVELAMER; SEVELAMER CARBONATE; SEVELAMER CARBONATE (TABLET, RENAL DISEASE/HYPERPHOSPHATEMIA), GENZYME","GT-335-012; RENVELA; SECOND GENERATION SEVELAMER, GENZYME; SEVELAMER; SEVELAMER CARBONATE; SEVELAMER CARBONATE (TABLET, RENAL DISEASE/HYPERPHOSPHATEMIA), GENZYME","SEVELAMER CARBONATE (TABLET, RENAL DISEASE/HYPERPHOSPHATEMIA), GENZYME",GT-335-012,RENVELA,"SECOND GENERATION SEVELAMER, GENZYME",SEVELAMER,SEVELAMER CARBONATE,"SEVELAMER CARBONATE (TABLET, RENAL DISEASE/HYPERPHOSPHATEMIA), GENZYME",,,,,,,,,,,,,,,,,,,,,,,,,22127,SEVELAMER CARBONATE,,,,,,,,,,,,,,,,,,,,,2007-10-19,2007,10,Renvela,hyperphosphatemia,REGISTERED,,HYPOGLYCEMIC AGENT; PHOSPHATE LOWERING AGENT,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022127,NDA,2006-12-20,fda,1,0,0,0,0,,genzyme,NASDAQ: GENZ,1,3813.52,3187.01,2734.84,2201.14,1713.87,1329.47,2886.19,737.685,737.685,,,,,acquired by sanofi in 2011,,,3813.52,2886.19,737.685,3187.01,2734.84,2201.14,1713.87,1329.47,,275,N2
64,ASFOTASE ALFA,"ALXN-1215; ENB-0040; PHEX-BASED ENZYME REPLACEMENT THERAPY, ALEXION; PHEX-BASED ENZYME REPLACEMENT THERAPY, BIOMEP; PHEX-BASED ENZYME REPLACEMENT THERAPY, ENOBIA; STRENSIQ; X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, ALEXION; X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, BIOMEP; X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, ENOBIA; ASFOTASE ALFA; SPHEX, ALEXION; SPHEX, BIOMEP; SPHEX, ENOBIA","ALXN-1215; ENB-0040; PHEX-BASED ENZYME REPLACEMENT THERAPY, ALEXION; PHEX-BASED ENZYME REPLACEMENT THERAPY, BIOMEP; PHEX-BASED ENZYME REPLACEMENT THERAPY, ENOBIA; STRENSIQ; X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, ALEXION; X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, BIOMEP; X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, ENOBIA; ASFOTASE ALFA; SPHEX, ALEXION; SPHEX, BIOMEP; SPHEX, ENOBIA",ASFOTASE ALFA,ALXN-1215,ENB-0040,"PHEX-BASED ENZYME REPLACEMENT THERAPY, ALEXION","PHEX-BASED ENZYME REPLACEMENT THERAPY, BIOMEP","PHEX-BASED ENZYME REPLACEMENT THERAPY, ENOBIA",STRENSIQ,"X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, ALEXION","X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, BIOMEP","X-LINKED HYPOPHOSPHATEMIC RICKETS THERAPY, ENOBIA",ASFOTASE ALFA,"SPHEX, ALEXION","SPHEX, BIOMEP","SPHEX, ENOBIA",,,,,,,,,,,,,,,,,,125513,ASFOTASE ALFA,,,,,,,,,,,,,,,,,,,,,2015-10-23,2015,10,Strensiq,hypophosphatasia,REGISTERED,ALKALINE PHOSPHATASE STIMULATOR; MATRIX METALLOPROTEASE STIMULATOR; PHOSPHATE REGULATING ENDOPEPTIDASE STIMULATOR; TISSUE NONSPECIFIC ALKALINE PHOSPHATASE MODULATOR,ANTICANCER; PHOSPHATE METABOLISM MODULATOR,BIOLOGICAL THERAPEUTIC; ENZYME; GLYCOPROTEIN; PROTEIN FUSION; SOLUTION; SUBCUTANEOUS FORMULATION,125513,BLA,2014-12-23,fda,1,0,1,1,1,2013-05-28,alexion pharmaceuticals,NASDAQ: ALXN,1,2604,2234,1551.35,1134.11,783.431,540.957,2371,709,709,,,,,,,,2604,2371,709,2234,1551.35,1134.11,783.431,540.957,,275,N2
34,ALVIMOPAN,"ADL-08-0011; ADL-2698; ADL-8-2698; ENTEREG; ENTEREGA; ENTRAREG; L 8-2698; LY-246736; SB-767905; ALVIMOPAN; ALVIMOPAN (USAN); ALVIMOPAN DIHYDRATE; MU-OPIOID ANTAGONIST, ADOLOR; OPIATE ANTAGONIST, ADOLOR","ADL-08-0011; ADL-2698; ADL-8-2698; ENTEREG; ENTEREGA; ENTRAREG; L 8-2698; LY-246736; SB-767905; ALVIMOPAN; ALVIMOPAN (USAN); ALVIMOPAN DIHYDRATE; MU-OPIOID ANTAGONIST, ADOLOR; OPIATE ANTAGONIST, ADOLOR",ALVIMOPAN,ADL-08-0011,ADL-2698,ADL-8-2698,ENTEREG,ENTEREGA,ENTRAREG,L 8-2698,LY-246736,SB-767905,ALVIMOPAN,ALVIMOPAN (USAN),ALVIMOPAN DIHYDRATE,"MU-OPIOID ANTAGONIST, ADOLOR","OPIATE ANTAGONIST, ADOLOR",,,,,,,,,,,,,,,,,21775,ALVIMOPAN,21775,ALVIMOPAN,,,,,,,,,,,,,,,,,,,2008-05-20,2008,5,Entereg,ileus,REGISTERED,OPIOID RECEPTOR MU ANTAGONIST,GASTROINTESTINAL SYSTEM AGENT,CAPSULE FORMULATION; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC,021775,NDA,2007-08-09,fda,0,0,1,0,0,,adolor,NASDAQ: ADLR,1,49.5,9.1,15.1,15.7,25.5,20.7,22,25.4,52.7,,,,,acquired by cubist pharma in 2011,,,,,,,,,,,,560,N2
606,"PREDNISONE (ORAL, DELAYED RELEASE), HORIZON/MUNDIPHARMA","LODOTRA; NP-01 (HORIZON); RAYOS; ANTI-INFLAMMATORY (ORAL CONTROLLED-RELEASE, GEOMATRIX), MERCK/SKYEPHARMA/NITEC; ANTI-INFLAMMATORY (ORAL CONTROLLED-RELEASE, GEOCLOCK), MERCK/SKYEPHARMA/NITEC; PREDNISONE; PREDNISONE (ORAL, DELAYED RELEASE), HORIZON/MUNDIPHARMA; PREDNISONE (ORAL, MODIFIED RELEASE), NITEC/SKYEPHARMA/MERCK KGAA","LODOTRA; NP-01 (HORIZON); RAYOS; ANTI-INFLAMMATORY (ORAL CONTROLLED-RELEASE, GEOMATRIX), MERCK/SKYEPHARMA/NITEC; ANTI-INFLAMMATORY (ORAL CONTROLLED-RELEASE, GEOCLOCK), MERCK/SKYEPHARMA/NITEC; PREDNISONE; PREDNISONE (ORAL, DELAYED RELEASE), HORIZON/MUNDIPHARMA; PREDNISONE (ORAL, MODIFIED RELEASE), NITEC/SKYEPHARMA/MERCK KGAA","PREDNISONE (ORAL, DELAYED RELEASE), HORIZON/MUNDIPHARMA",LODOTRA,NP-01 (HORIZON),RAYOS,"ANTI-INFLAMMATORY (ORAL CONTROLLED-RELEASE, GEOMATRIX), MERCK/SKYEPHARMA/NITEC","ANTI-INFLAMMATORY (ORAL CONTROLLED-RELEASE, GEOCLOCK), MERCK/SKYEPHARMA/NITEC",PREDNISONE,"PREDNISONE (ORAL, DELAYED RELEASE), HORIZON/MUNDIPHARMA","PREDNISONE (ORAL, MODIFIED RELEASE), NITEC/SKYEPHARMA/MERCK KGAA",,,,,,,,,,,,,,,,,,,,,,,17109,PREDNISONE,17109,PREDNISONE,17109,PREDNISONE,17109,PREDNISONE,202020,PREDNISONE,,,,,,,,,,,,,2012-07-26,2012,7,Rayos,inflammatory disease,REGISTERED,GLUCOCORTICOID AGONIST,ANTI-INFLAMMATORY; IMMUNOSUPPRESSANT; STEROIDAL ANTI-INFLAMMATORY,CONTROLLED RELEASE FORMULATION; ORAL FORMULATION; ORAL SUSTAINED RELEASE FORMULATION; SMALL MOLECULE THERAPEUTIC; STEROID; TABLET FORMULATION,202020,NDA,2011-09-26,fda,0,0,0,0,0,,horizon pharmaceuticals,NASDAQ: HZNP,1,18.8,6.9,2.4,,,,7,16.8,21.5,,,,,,,,,,,,,,,,,614,N2
508,"NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/ARALEZ","PN-400; PN-40020; VIMOVO; NAPROXEN + ESOMEPRAZOLE; NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/ARALEZ; NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/POZEN; NAPROXEN + ESOMEPRAZOLE (OSTEOARTHRITIS/RHEUMATOID ARTHRITIS PAIN), ASTRAZENECA/POZEN; NAPROXEN + ESOMEPRAZOLE MAGNESIUM","PN-400; PN-40020; VIMOVO; NAPROXEN + ESOMEPRAZOLE; NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/ARALEZ; NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/POZEN; NAPROXEN + ESOMEPRAZOLE (OSTEOARTHRITIS/RHEUMATOID ARTHRITIS PAIN), ASTRAZENECA/POZEN; NAPROXEN + ESOMEPRAZOLE MAGNESIUM","NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/ARALEZ",PN-400,PN-40020,VIMOVO,NAPROXEN + ESOMEPRAZOLE,"NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/ARALEZ","NAPROXEN + ESOMEPRAZOLE (ORAL FIXED-DOSE COMBINATION, INFLAMMATORY PAIN), ASTRAZENECA/POZEN","NAPROXEN + ESOMEPRAZOLE (OSTEOARTHRITIS/RHEUMATOID ARTHRITIS PAIN), ASTRAZENECA/POZEN",NAPROXEN + ESOMEPRAZOLE MAGNESIUM,,,,,,,,,,,,,,,,,,,,,,,22511,ESOMEPRAZOLE MAGNESIUM; NAPROXEN,,,,,,,,,,,,,,,,,,,,,2010-04-30,2010,4,Vimovo,inflammatory disease,REGISTERED,CYCLOOXYGENASE INHIBITOR; H+ K+ ATPASE INHIBITOR,ACID PUMP INHIBITOR ANTIULCERANT PRODUCT; ANALGESIC; GASTRIC SECRETION INHIBITOR; NON-STEROIDAL ANTI-INFLAMMATORY; PG SYNTHESIS INHIBITOR,CONTROLLED RELEASE FORMULATION; DRUG COMBINATION; ENTERIC COATED FORMULATION; ORAL FORMULATION; ORAL QUICK RELEASE FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022511,NDA,2009-06-30,fda,0,0,0,0,0,,aralez pharmaceuticals,NASDAQ: POZN,1,68.5,32.2,66.1,53.4,13.5,28.6,68.5,22.7,22.7,,,,,pozen changed name to aralez after acquiring tribute in 2016,,,,,,,,,,,,614,N2
696,SUVOREXANT,BELSOMRA; MK-4305; SUVOREXANT,BELSOMRA; MK-4305; SUVOREXANT,SUVOREXANT,BELSOMRA,MK-4305,SUVOREXANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,204569,SUVOREXANT,,,,,,,,,,,,,,,,,,,,,2014-08-13,2014,8,Belsomra,insomnia,REGISTERED,OREXIN 1 RECEPTOR ANTAGONIST; OREXIN 2 RECEPTOR ANTAGONIST,HYPNOTIC,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,204569,NDA,2012-08-30,fda,0,0,0,0,0,,merck,NYSE: MRK,1,42237,44033,47267,48047,45987,27428,27051,6532,7131,,,,,,,,42237,27051,6532,44033,47267,48047,45987,27428,,780,N2
793,"ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), MEDA","EDLUAR; OX-22; SUBLINOX; ZOLPEDUAR; INSOMNIA THERAPY, OREXO; ZOLPIDEM; ZOLPIDEM (SUBLINGUAL TABLET, INSOMNIA), MEDA; ZOLPIDEM (SUBLINGUAL TABLET, INSOMNIA), OREXO; ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), MEDA; ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), OREXO","EDLUAR; OX-22; SUBLINOX; ZOLPEDUAR; INSOMNIA THERAPY, OREXO; ZOLPIDEM; ZOLPIDEM (SUBLINGUAL TABLET, INSOMNIA), MEDA; ZOLPIDEM (SUBLINGUAL TABLET, INSOMNIA), OREXO; ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), MEDA; ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), OREXO","ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), MEDA",EDLUAR,OX-22,SUBLINOX,ZOLPEDUAR,"INSOMNIA THERAPY, OREXO",ZOLPIDEM,"ZOLPIDEM (SUBLINGUAL TABLET, INSOMNIA), MEDA","ZOLPIDEM (SUBLINGUAL TABLET, INSOMNIA), OREXO","ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), MEDA","ZOLPIDEM TARTRATE (SUBLINGUAL TABLET, INSOMNIA), OREXO",,,,,,,,,,,,,,,,,,,,,21997,ZOLPIDEM TARTRATE,,,,,,,,,,,,,,,,,,,,,2009-03-13,2009,3,Edluar,insomnia,REGISTERED,GABA A RECEPTOR ALPHA-1 SUBUNIT MODULATOR,HYPNOTIC,BUCCAL FORMULATION SYSTEMIC; ORAL FORMULATION; ORALLY DISINTEGRATING TABLET; SMALL MOLECULE THERAPEUTIC,021997,NDA,2008-05-14,fda,0,0,0,0,0,,daiichi jitsugyo,TYO: 8059,1,860.2,1515.6,1179,997.6,974.3,1089.5,181.3,,1.7,,,,,,,,,,,,,,,,,780,N2
218,"DOXEPIN HYDROCHLORIDE (LOW-DOSE ORAL, INSOMNIA), SOMAXON","SO-101; SILENOR; DOXEPIN; DOXEPIN (LOW-DOSE ORAL, INSOMNIA), SOMAXON; DOXEPIN (ORAL, INSOMNIA), SOMAXON; DOXEPIN HYDROCHLORIDE; DOXEPIN HYDROCHLORIDE (LOW-DOSE ORAL, INSOMNIA), SOMAXON","SO-101; SILENOR; DOXEPIN; DOXEPIN (LOW-DOSE ORAL, INSOMNIA), SOMAXON; DOXEPIN (ORAL, INSOMNIA), SOMAXON; DOXEPIN HYDROCHLORIDE; DOXEPIN HYDROCHLORIDE (LOW-DOSE ORAL, INSOMNIA), SOMAXON","DOXEPIN HYDROCHLORIDE (LOW-DOSE ORAL, INSOMNIA), SOMAXON",SO-101,SILENOR,DOXEPIN,"DOXEPIN (LOW-DOSE ORAL, INSOMNIA), SOMAXON","DOXEPIN (ORAL, INSOMNIA), SOMAXON",DOXEPIN HYDROCHLORIDE,"DOXEPIN HYDROCHLORIDE (LOW-DOSE ORAL, INSOMNIA), SOMAXON",,,,,,,,,,,,,,,,,,,,,,,,16987,DOXEPIN HYDROCHLORIDE,16987,DOXEPIN HYDROCHLORIDE,16987,DOXEPIN HYDROCHLORIDE,22036,DOXEPIN HYDROCHLORIDE,,,,,,,,,,,,,,,2010-03-17,2010,3,Silenor,insomnia,REGISTERED,HISTAMINE H1 RECEPTOR ANTAGONIST; HISTAMINE H2 RECEPTOR ANTAGONIST; MUSCARINIC RECEPTOR ANTAGONIST,HYPNOTIC,ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,022036,NDA,2008-01-31,fda,0,0,0,0,0,,somaxon pharmaceuticals,NASDAQ: SOMX,1,1.4,,,,,,1.1,3.6,3.6,,,,,acquired by pernix in 2013,,,,,,,,,,,,780,N2
794,"ZOLPIDEM TARTRATE (SUBLINGUAL, INSOMNIA), NOVADEL/ECR","ZOLPIMIST; ZOLPIDEM; ZOLPIDEM (BUCCAL, INSOMNIA), NOVADEL; ZOLPIDEM (SUBLINGUAL, INSOMNIA), NOVADEL/ECR; ZOLPIDEM TARTRATE (SUBLINGUAL, INSOMNIA), NOVADEL/ECR","ZOLPIMIST; ZOLPIDEM; ZOLPIDEM (BUCCAL, INSOMNIA), NOVADEL; ZOLPIDEM (SUBLINGUAL, INSOMNIA), NOVADEL/ECR; ZOLPIDEM TARTRATE (SUBLINGUAL, INSOMNIA), NOVADEL/ECR","ZOLPIDEM TARTRATE (SUBLINGUAL, INSOMNIA), NOVADEL/ECR",ZOLPIMIST,ZOLPIDEM,"ZOLPIDEM (BUCCAL, INSOMNIA), NOVADEL","ZOLPIDEM (SUBLINGUAL, INSOMNIA), NOVADEL/ECR","ZOLPIDEM TARTRATE (SUBLINGUAL, INSOMNIA), NOVADEL/ECR",,,,,,,,,,,,,,,,,,,,,,,,,,22196,ZOLPIDEM TARTRATE,,,,,,,,,,,,,,,,,,,,,2008-12-19,2008,12,Zolpimist,insomnia,REGISTERED,BENZODIAZEPINE RECEPTOR AGONIST,HYPNOTIC,BUCCAL FORMULATION SYSTEMIC; FORMULATION AEROSOL UNSPECIFIED; SMALL MOLECULE THERAPEUTIC,022196,NDA,2007-11-20,fda,0,0,0,0,0,,novadel pharma,OTCPK: NVDL,1,0.4,0.5,5,0.4,0.5,,0.4,3.9,3.9,,,,,,,,,,,,,,,,,780,N2
792,"ZOLPIDEM TARTRATE (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE","INTERMEZZO; ZOLPIDEM; ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSORAL; ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT; ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE; ZOLPIDEM TARTRATE (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE","INTERMEZZO; ZOLPIDEM; ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSORAL; ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT; ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE; ZOLPIDEM TARTRATE (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE","ZOLPIDEM TARTRATE (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE",INTERMEZZO,ZOLPIDEM,"ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSORAL","ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT","ZOLPIDEM (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE","ZOLPIDEM TARTRATE (LOW-DOSE SUBLINGUAL TABLET, INSOMNIA), TRANSCEPT/ PURDUE",,,,,,,,,,,,,,,,,,,,,,,,,22328,ZOLPIDEM TARTRATE,,,,,,,,,,,,,,,,,,,,,2011-11-23,2011,11,Intermezzo,insomnia,REGISTERED,GABA A RECEPTOR AGONIST,HYPNOTIC,BUCCAL FORMULATION SYSTEMIC; ORAL ABSORPTION ENHANCER; ORALLY DISINTEGRATING TABLET; SMALL MOLECULE THERAPEUTIC,022328,NDA,2011-09-27,fda,0,0,0,0,0,,transcept pharmaceuticals,NASDAQ: TSPT,1,18,12.5,5.2,,,,7.3,,11.3,,,,,acquired by paratek in 2014,,,,,,,,,,,,780,N2
191,DEFERIPRONE,CGP-37391; CP-20; DEFERRUM; FERRIPROX; KELFER; L1; L1NALL; DEFERIPRONE,CGP-37391; CP-20; DEFERRUM; FERRIPROX; KELFER; L1; L1NALL; DEFERIPRONE,DEFERIPRONE,CGP-37391,CP-20,DEFERRUM,FERRIPROX,KELFER,L1,L1NALL,DEFERIPRONE,,,,,,,,,,,,,,,,,,,,,,,21825,DEFERIPRONE,,,,,,,,,,,,,,,,,,,,,2011-10-14,2011,10,Ferriprox,iron overload,REGISTERED,,ANTIPARKINSONIAN; IRON CHELATOR,FILM COATING; ORAL FORMULATION; SMALL MOLECULE THERAPEUTIC; TABLET FORMULATION,021825,NDA,2009-01-29,fda,0,1,1,1,0,,apotex,private,0,,,,,,,,,,,,,,,,,,,,,,,,,,275,N2
